sbu,id,nameEn,nameZh,addressEn,addressZh,__typename,district_id,district_name_en,district_name_cn,property_type,property_type_code,district_property_type
mr_ind,B000093379,THE CLOUD,雲之端,111 TUNG CHAU STREET,通州街111號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000084440,KHORA,宏創方,128 BEDFORD ROAD,必發道128號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000076248,THE BEDFORD,THE BEDFORD,91-93 BEDFORD ROAD,必發道91-93號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000068633,SOLO,SOLO,81 BEDFORD ROAD,必發道81號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000023620,SUNBEAM PLAZA,日昇廣場,1155 CANTON ROAD,廣東道1155號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000059585,YEE LEE BLDG,宜利工業大廈,131-133 TUNG CHAU STREET,通州街131-133號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000019636,HANG CHONG CTR,恆昌中心,136-146 BEDFORD ROAD,必發道136-146號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000023523,STYLE FTY BLDG,新型工廠大廈,9 ELM STREET,榆樹街9號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000024652,WAH YUEN FTY BLDG,華源工廠大廈,15-21 BEECH STREET,櫸樹街15-21號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000087056,WALNUT 9,合桃街9號,9 WALNUT STREET,合桃街9號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000024930,WING GAR FTY BLDG,永嘉工廠大廈,87 LARCH STREET,洋松街87號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000059583,WORLDWIDE CENTRE,國貿中心,123 TUNG CHAU STREET,通州街123號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000023475,SPLENDID CTR,德讚中心,94-108 LARCH STREET,洋松街94-108號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000023343,SILICON TOWER,科興中心,82-88 LARCH STREET,洋松街82-88號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000023708,TAI CHI FTY BLDG,大志工廠大廈,25-29 KOK CHEUNG STREET,角祥街25-29號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000024694,WAI YICK IND BLDG,偉益工業大廈,99-101 BEDFORD ROAD,必發道99-101號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000024775,WANG YIP IND BLDG,宏業工業大廈,1 ELM STREET,榆樹街1號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_ind,B000021990,MOW SHING CTR,茂盛中心,118 BEDFORD ROAD,必發道118號,Building,5,Yau Tsim Mong District,油尖旺區,Industrial,mr_ind,Yau Tsim Mong District_Industrial
mr_comm,B000059566,Kowloon Investment Co. Ltd.,九龍企業有限公司大廈,18 Bute Street,弼街18號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000121585,One Bedford Place,One Bedford Place,100-114 Bedford Road,必發道100-114號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000078690,Le Diamant,金鑽璽,703-705 Nathan Road,彌敦道703-705號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000081559,8 Observatory Road,天文臺道8號,8 Observatory Road,天文臺道8號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000063541,ICC-International Commerce Centre,環球貿易廣場,1 Austin Road West,柯士甸道西1號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062592,Langham Place,朗豪坊,8 Argyle Street,亞皆老街8號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062494,One Peking,北京道1號,1 Peking Road,北京道1號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000056062,33 Argyle Street,美聯金融大廈,33 Argyle Street,亞皆老街33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061852,World Finance Centre (South Tower),環球金融中心(南座),17-19 Canton Road,廣東道17-19號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062499,The Gateway Tower 5,港威大廈5座,15 Canton Road,廣東道15號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062500,The Gateway Tower 6,港威大廈6座,9 Canton Road,廣東道9號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062498,The Gateway Tower 3-Prudential Tower,港威大廈3座-保誠保險大廈,21 Canton Road,廣東道21號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020055,Hong Kong Pacific Centre,亞太中心,28 Hankow Road,漢口道28號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022389,26 Nathan Road,彌敦道26號,26 Nathan Road,彌敦道26號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061850,China Hong Kong City Tower 6,中港城六座,33 Canton Road,廣東道33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061849,China Hong Kong City Tower 5,中港城五座,33 Canton Road,廣東道33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061848,China Hong Kong City Tower 3,中港城三座,33 Canton Road,廣東道33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061847,China Hong Kong City Tower 2,中港城二座,33 Canton Road,廣東道33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061846,China Hong Kong City Tower 1,中港城一座,33 Canton Road,廣東道33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062497,The Gateway Tower 2,港威大廈2座,25 Canton Road,廣東道25號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000023363,Silvercord Tower 1,新港中心第一座,30 Canton Road,廣東道30號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000053344,South Seas Centre 1,南洋中心第一座,75 Mody Road,麼地道75號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000060508,Silvercord Tower 2,新港中心第二座,30 Canton Road,廣東道30號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000053342,New Mandarin Plaza A,新文華中心A座,14 Science Museum Road,科學館道14號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000053343,New Mandarin Plaza B,新文華中心B座,14 Science Museum Road,科學館道14號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000007538,Silvercorp International Tower,銀高國際大廈,707-713 Nathan Road,彌敦道707-713號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022194,8 Hart Avenue,赫德道8號,8 Hart Avenue,赫德道8號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000025167,Wharf T & T Centre,九倉電訊中心,7 Canton Road,廣東道7號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018124,Astoria Building,天星大廈,34 Ashley Road,亞士厘道34號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000019393,The Gateway Tower 1,港威大廈1座,25 Canton Road,廣東道25號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000021933,Mira Place,美麗華大廈,132-134 Nathan Road,彌敦道132-134號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018865,Concordia Plaza,康宏廣場,1 Science Museum Road,科學館道1號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018245,Boss Commercial Centre,寶時商業中心,28 Ferry Street,渡船街28號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022881,Rightful Centre,興富中心,12 Tak Hing Street,德興街12號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018376,CFC Tower,中福商業大廈,22-28 Mody Road,麼地道22-28號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000053345,South Seas Centre 2,南洋中心第二座,75 Mody Road,麼地道75號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000021783,Mass Resources Development Building,宏貿發展大廈,12 Humphreys Avenue,堪富利士道12號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022377,Oriental Crystal Finance Centre,中晶金融中心,107-109 Chatham Road South,漆咸道南107-109號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022803,Railway Plaza,鐵路大廈,37-43 Chatham Road South,漆咸道南37-43號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022003,Multifield Plaza,萬事昌廣場,3 Prat Avenue,寶勒巷3號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018131,Austin Commercial Centre,柯士甸商業中心,4 Austin Avenue,柯士甸路4號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022866,Richmond Commercial Building,皆旺商業大廈,107-111 Argyle Street,亞皆老街107-111號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020143,Houston Centre,好時中心,63 Mody Road,麼地道63號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000019030,Empress Plaza,帝后廣場,17-19 Chatham Road South,漆咸道南17-19號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000081909,Austin Tower,好兆年行,22-26 Austin Avenue,柯士甸路22-26號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000021935,Mirror Tower,冠華中心,61 Mody Road,麼地道61號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000019032,Energy Plaza,幸福中心,92 Granville Road,加連威老道92號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000061853,World Finance Centre (North Tower),環球金融中心(北座),17-19 Canton Road,廣東道17-19號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000025163,World Commerce Centre,世界商業中心,11 Canton Road,廣東道11號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000023673,Supreme House,首邦行,2A Hart Avenue,赫德道2A號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000025617,Zhongda Building,中達大廈,38-40 Haiphong Road,海防道38-40號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022214,Ocean Centre,海洋中心,5 Canton Road,廣東道5號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000007161,Metropole Building,國都大廈,57 Peking Road,北京道57號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020902,Kundamal House,金帝行,4 Prat Avenue,寶勒巷4號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020428,Kaiseng Commercial Centre,騏生商業中心,4-6 Hankow Road,漢口道4-6號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000060702,Eu Yan Sang Tower,余仁生中心,11-15 Chatham Road South,漆咸道南11-15號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000019029,Empire Centre,帝國中心,68 Mody Road,麼地道68號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020970,BOC Mongkok Commercial Centre,中銀旺角商業中心,589 Nathan Road,彌敦道589號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000024174,Tsimshatsui Centre,尖沙咀中心,66 Mody Road,麼地道66號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020600,Kee Shing Centre,奇盛中心,74-76 Kimberley Road,金巴利道74-76號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020842,Koon Fook Centre,冠福中心,9 Knutsford Terrace,諾士佛臺9號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020808,Knutsford Commercial Building,東港商業大廈,4-5 Knutsford Terrace,諾士佛臺4-5號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020248,Maxwell Centre,麥仕維中心,39-41 Hankow Road,漢口道39-41號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020868,Kowloon Centre,九龍中心,29-39 Ashley Road,亞士厘道29-39號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000024395,Valiant Commercial Building,雲龍商業大廈,22-24 Prat Avenue,寶勒巷22-24號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000019801,Hermes Commercial Centre,恒貿商業中心,4-4A Hillwood Road,山林道4-4A號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020662,Kimberley House,金巴利中心,35-35A Kimberley Road,金巴利道35-35A號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018520,Cheung Lee Commercial Building,長利商業大廈,25 Kimberley Road,金巴利道25號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000006958,President Commercial Centre,總統商業大廈,608 Nathan Road,彌敦道608號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000006951,Kelly Commercial Centre,基利商業大廈,570-572 Nathan Road,彌敦道570-572號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022375,Oriental Centre,安年大廈,67-71 Chatham Road South,漆咸道南67-71號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018206,Beverley Commercial Centre,百利商業中心,87-105 Chatham Road South,漆咸道南87-105號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000025000,Wing On Plaza,永安廣場,62 Mody Road,麼地道62號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018570,Chevalier House,其士大廈,45-51 Chatham Road South,漆咸道南45-51號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000020247,Inter-continental Plaza,明輝中心,94 Granville Road,加連威老道94號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000007295,Harbour Crystal Centre,港晶中心,100 Granville Road,加連威老道100號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018482,Cheuk Nang Centre,卓能中心,9-11A Hillwood Road,山林道9-11A號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000021343,Lippo Sun Plaza,力寶太陽廣場,28 Canton Road,廣東道28號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022526,Peninsula Centre,半島中心,67 Mody Road,麼地道67號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000022082,New East Ocean Centre,新東海商業中心,9 Science Museum Road,科學館道9號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000007294,East Ocean Centre,東海商業中心,98 Granville Road,加連威老道98號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000023509,Star House,星光行,3 Salisbury Road,梳士巴利道3號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000006953,Sino Centre,信和中心,582-592 Nathan Road,彌敦道582-592號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000006952,Nathan Centre,彌敦中心,580G-580K Nathan Road,彌敦道580G-580K號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000007162,Universal Commercial Building,環球商業大廈,65-69 Peking Road,北京道65-69號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000006978,Argyle Centre,旺角中心,688 Nathan Road,彌敦道688號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000062493,Chinachem Golden Plaza,華懋廣場,77 Mody Road,麼地道77號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000052953,Champion Building,嘉賓商業大廈,301-309 Nathan Road,彌敦道301-309號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018373,Century House,世紀商業大廈,3-4 Hanoi Road,河內道3-4號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000007330,Bright Way Tower,凱途發展大廈,33 Mongkok Road,旺角道33號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018202,Best-O-Best Commercial Centre,富利來商業大廈,32-36 Ferry Street,渡船街32-36號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_comm,B000018167,BCC Building,國際商業信貸銀行大廈,25-31 Carnarvon Road,加拿分道25-31號,Building,5,Yau Tsim Mong District,油尖旺區,Office,mr_comm,Yau Tsim Mong District_Office
mr_shop,B000088546,LADDER DUNDAS,LADDER DUNDAS,575 NATHAN ROAD,彌敦道575號,Building,5,Yau Tsim Mong District,油尖旺區,Shop,mr_shop,Yau Tsim Mong District_Shop
mr_shop,B000078384,724-726 NATHAN ROAD,彌敦道724-726號,724-726 NATHAN ROAD,彌敦道724-726號,Building,5,Yau Tsim Mong District,油尖旺區,Shop,mr_shop,Yau Tsim Mong District_Shop
mr_shop,B000072955,H8,H8,8 HAU FOOK STREET,厚福街8號,Building,5,Yau Tsim Mong District,油尖旺區,Shop,mr_shop,Yau Tsim Mong District_Shop
mr_shop,B000053563,KING WAH CTR,瓊華中心,620-628 NATHAN ROAD,彌敦道620-628號,Building,5,Yau Tsim Mong District,油尖旺區,Shop,mr_shop,Yau Tsim Mong District_Shop
mr_ind,B000125920,HORIZON SEA,海傲,NO 33 HUNG TO ROAD ,鴻圖道33號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000093836,GR8 INNO TECH CENTRE,廣域創科中心,46 TSUN YIP STREET,駿業街46號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000084208,CORE 45,創匯廣場,43-45 TSUN YIP STREET,駿業街43-45號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000059655,INTERNATIONAL IND BLDG,國際工業大廈,175 HOI BUN ROAD,海濱道175號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000019325,FULLY IND BLDG,富利工業大廈,6 TSUN YIP LANE,駿業里6號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007841,CFC - CATIC BLDG,"中福,中航",44 TSUN YIP STREET,駿業街44號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007831,CHUNG MEI IND CTR,中美中心,15 HING YIP STREET,興業街15號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000076260,FUN TOWER,天星中心,35 HUNG TO ROAD,鴻圖道35號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000018064,KAM MEI LAN IND BLDG,KAM MEI LAN IND BLDG, HOI YUEN ROAD,開源道號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000059714,JC TOWER,JC TOWER,91 WAI YIP STREET,偉業街91號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000021791,THE ICON,THE ICON,320-322 KWUN TONG ROAD,觀塘道320-322號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000059712,SOUTHTEX BLDG,南達大廈,51 TSUN YIP STREET,駿業街51號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000018915,DAH WAY INDUSTRIAL BUILDING,大偉工業大廈,86 HUNG TO ROAD,鴻圖道86號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000023406,ROOM + KWUN TONG,觀塘自由倉大廈,338 KWUN TONG ROAD,觀塘道338號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000023663,SUNSHINE KOWLOON BAY CARGO CENTRE,三湘九龍灣貨運中心,59 TAI YIP STREET,大業街59號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000020210,HUNG TO IND BLDG,鴻圖工業大廈,80 HUNG TO ROAD,鴻圖道80號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007108,HUNG TAT IND BLDG,鴻達工業大廈,43 HUNG TO ROAD,鴻圖道43號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000059602,CONTINENTAL ELECTRIC BLDG,康大電業大廈,17 WANG CHIU ROAD,宏照道17號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000019369,FUNG YIP IND BLDG,豐業工業大廈,170 WAI YIP STREET,偉業街170號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000020818,KO LEUNG IND BLDG,高良工業大廈,25 TAI YIP STREET,大業街25號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000020309,JING HIN IND BLDG,正興工業大廈,5 WANG KEE STREET,宏基道5號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007104,CHINA TRADE CTR,華貿中心,122-124 WAI YIP STREET,偉業街122-124號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007501,ASSUN PACIFIC CENTER,日昇亞太中心,41 TSUN YIP STREET,駿業街41號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007523,FOOK HONG IND BLDG,福康工業大廈,19 SHEUNG YUET ROAD,常悅道19號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000007521,KAI FUK IND CTR,啟福工業中心,1 WANG TUNG STREET,宏通街1號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000019912,HING YIP CENTRE,興業中心,31 HING YIP STREET,興業街31號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000020398,KADER BLDG,開達大廈,22 KAI CHEUNG ROAD,啟祥道22號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000020704,KINETIC IND CTR,興力工業中心,7 WANG KWONG ROAD,宏光道7號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000020316,JOINT VENTURE FTY BLDG,聯運工業大廈,76 HUNG TO ROAD,鴻圖道76號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
mr_ind,B000018707,FIRST GROUP CENTRE (Old),第一集團中心 (舊),14 WANG TAI ROAD,宏泰道14號,Building,9,Kwun Tong District,觀塘區,Industrial,mr_ind,Kwun Tong District_Industrial
