name,url,source
China Hong Kong City Tower 3中港城 第3座,/building/china-hong-kong-city-tower-3/2293,direct_link
China Hong Kong City Tower 5中港城 第5座,/building/china-hong-kong-city-tower-5/2300,direct_link
China Hong Kong City Tower 6中港城 第6座,/building/china-hong-kong-city-tower-6/2294,direct_link
China Hong Kong Tower中港大廈,/building/china-hong-kong-tower/1393,direct_link
China Huarong Tower中國華融大廈,/building/china-huarong-tower/1155,direct_link
China Insurance Building中國保險大廈,/building/china-insurance-building/3508,direct_link
China Insurance Group Building中保集團大廈,/building/china-insurance-group-building/22,direct_link
China Life Center Tower A中國人壽中心A座,/building/china-life-center-tower-a/16758,direct_link
China Merchants Plaza招商局廣場,/building/china-merchants-plaza/17758,direct_link
China Minmetals Tower中國五礦大廈,/building/china-minmetals-tower/3201,direct_link
China Overseas Building中國海外大廈,/building/china-overseas-building/1382,direct_link
China Resources Building華潤大廈,/building/china-resources-building/2006,direct_link
China Shipbuilding Tower中國船舶大廈,/building/china-shipbuilding-tower/6270,direct_link
China Taiping Finance Centre中國太平金融中心,/building/china-taiping-finance-centre/4062,direct_link
China Taiping Tower 1中國太平大廈一期,/building/china-taiping-tower-1/3951,direct_link
China Taiping Tower 2中國太平大廈二期,/building/china-taiping-tower-2/3952,direct_link
China Travel Building中旅大廈,/building/china-travel-building/229,direct_link
China United Centre華匯中心,/building/china-united-centre/6153,direct_link
Chinachem 333 Plaza華懋333廣場,/building/chinachem-333-plaza/3303,direct_link
Chinachem Cameron Centre華懋金馬倫中心,/building/chinachem-cameron-centre/3511,direct_link
Chinachem Century Tower華懋世紀廣場,/building/chinachem-century-tower/1163,direct_link
Chinachem Exchange Square華懋交易廣場,/building/chinachem-exchange-square/3565,direct_link
Chinachem Golden Plaza華懋廣場,/building/chinachem-golden-plaza/2663,direct_link
Chinachem Hollywood Centre華懋荷里活中心,/building/chinachem-hollywood-centre/3611,direct_link
Chinachem Johnston Plaza華懋莊士敦廣場,/building/chinachem-johnston-plaza/1574,direct_link
Chinachem Leighton Plaza華懋禮頓廣場,/building/chinachem-leighton-plaza/1071,direct_link
Chinachem Tower華懋大廈,/building/chinachem-tower/129,direct_link
Chinachem Tsuen Wan Plaza華懋荃灣廣場,/building/chinachem-tsuen-wan-plaza/13712,direct_link
Chinaweal Centre中望商業中心,/building/chinaweal-centre/1502,direct_link
Chinese Club Building華商會所大廈,/building/chinese-club-building/111,direct_link
Chinese General Chamber of Commerce Building中華總商會大廈,/building/chinese-general-chamber-of-commerce-building/110,direct_link
