source_url,district,full_address,grade,usage,property_type,completion_year,title_status,management_company,developers,transportation,total_floors,floor_area,ceiling_height,ac_system,lifts,carpark,property_id,building_name,zone
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-decca-industrial-centre/detail/b5d68be9-6e92-4659-953b-bdf2f058e1ea/,Chai Wan,12 Kut Shing Street,,Industrial,Industrial,,Multiple Owner,,Kerry Properties Limited,"MTR, Bus, Minibus",,,,Individual,,"Cargo Truck 1 Parking Spaces, Lorry 11 Parking Spaces, Private Car 12 Parking Spaces",b5d68be9-6e92-4659-953b-bdf2f058e1ea,Decca Industrial Centre,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-eight-commercial-tower/detail/1b5ddb5a-657b-4059-b3f1-8166f533e802/,Chai Wan,8 Sun Yip Street,,Industrial,I/O,,Multiple Owner,KARLLETTE ENTERPRISES LTD,Digitek Electronics Limited,"Bus, Minibus",,,,Central Chilled Water 冷氣開放星期一至六 9:00-19:00,,"Cargo Truck 1 Parking Spaces, Lorry 23 Parking Spaces, Private Car 138 Parking Spaces",1b5ddb5a-657b-4059-b3f1-8166f533e802,Eight Commercial Tower,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-chai-wan-industrial-city-i/detail/264cfe30-4f65-440f-ac6a-2961001af227/,Chai Wan,60-70 Wing Tai Road,,Industrial,Industrial,,Multiple Owner,,Sino Land Company Limited,"Bus, Minibus",,"18,800ft² approx",,Individual,,"Cargo Truck 1 Parking Spaces, Lorry 21 Parking Spaces, Private Car 24 Parking Spaces",264cfe30-4f65-440f-ac6a-2961001af227,Chai Wan Industrial City I,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-man-foong-industrial-building/detail/5b7c79f5-c869-4597-ab94-cca5c8da046e/,Chai Wan,7 Cheung Lee Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,,,"Lorry 12 Parking Spaces, Private Car 12 Parking Spaces",5b7c79f5-c869-4597-ab94-cca5c8da046e,Man Foong Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-tak-king-industrial-building/detail/fc19f3ec-e057-4063-b3d5-be113bb9bdbf/,Chai Wan,27 Lee Chung Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,Individual,,,fc19f3ec-e057-4063-b3d5-be113bb9bdbf,Tak King Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-cheung-wei-industrial-building/detail/0b68d107-178f-42e8-8529-01dc5ee89ba6/,Chai Wan,42 Lee Chung Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,,,Lorry 8 Parking Spaces,0b68d107-178f-42e8-8529-01dc5ee89ba6,Cheung Wei Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-paramount-building/detail/0ae0b230-d660-4c2d-bb33-eb0688ebe453/,Chai Wan,12 Ka Yip Street,,Industrial,Industrial,,Multiple Owner,PROTECH PROPERTY MGMT CO. LTD,,"Bus, Minibus",,,,Individual,,"Cargo Truck 1 Parking Spaces, Lorry 21 Parking Spaces, Private Car 21 Parking Spaces",0ae0b230-d660-4c2d-bb33-eb0688ebe453,Paramount Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-sunview-industrial-building/detail/3eaf2e7d-4443-4050-96e9-ad00d964fbca/,Chai Wan,3 On Yip Street,,Industrial,Industrial,,Multiple Owner,,Sino Land Company Limited,"Bus, Minibus",,,,,,,3eaf2e7d-4443-4050-96e9-ad00d964fbca,Sunview Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-fortune-factory-building-a/detail/c49d453d-d541-47b3-93fe-5e02cbb42540/,Chai Wan,40 Lee Chung Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,Individual NIL,,,c49d453d-d541-47b3-93fe-5e02cbb42540,Fortune Factory Building A,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-sunrise-industrial-building/detail/0780812b-2772-41d8-a4c2-1968e7bc70fe/,Chai Wan,10 Hong Man Street,,Industrial,Industrial,,Multiple Owner,HONG YIP,,"MTR, Bus, Minibus",,,,,,,0780812b-2772-41d8-a4c2-1968e7bc70fe,Sunrise Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-cornell-centre/detail/f290ca9e-df59-43e6-9cc0-0d0b9461a05b/,Chai Wan,50 Wing Tai Road,,Industrial,Industrial,,Multiple Owner,SINO ESTATES MANAGEMENT LIMITED,Sino Land Company Limited,"Bus, Minibus",,,,Individual NIL,,"Cargo Truck 1 Parking Spaces, Lorry 16 Parking Spaces, Private Car 16 Parking Spaces",f290ca9e-df59-43e6-9cc0-0d0b9461a05b,Cornell Centre,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-sze-hing-loong-industrial-building/detail/d21a846d-5ac4-4aca-a13a-096c6d887fd5/,Chai Wan,44 Lee Chung Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,,,"Cargo Truck 10 Parking Spaces, Lorry 2 Parking Spaces, Private Car 10 Parking Spaces",d21a846d-5ac4-4aca-a13a-096c6d887fd5,Sze Hing Loong Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-fortune-factory-building-b/detail/67f0c98b-6d7f-442d-8ea8-9a7c23dc1536/,Chai Wan,40 Lee Chung Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,Individual NIL,,,67f0c98b-6d7f-442d-8ea8-9a7c23dc1536,Fortune Factory Building B,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-sum-lung-industrial-building/detail/aefd570b-35b7-43b6-8f28-7541a80348cf/,Chai Wan,11 Sun Yip Street,,Industrial,Industrial,,Multiple Owner,,,"Bus, Minibus",,,,,,,aefd570b-35b7-43b6-8f28-7541a80348cf,Sum Lung Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-unison-industrial-building/detail/4ee310d5-d313-4a3c-ac0c-5c04f729b1a9/,Chai Wan,7 Sun Yip Street,,Industrial,Industrial,,Multiple Owner,,,"Bus, Minibus",,,,,,,4ee310d5-d313-4a3c-ac0c-5c04f729b1a9,Unison Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-asia-one-tower/detail/2280acfe-c7dd-47c8-99c5-b59128317a04/,Chai Wan,8 Fung Yip Street,,Industrial,Industrial,,Multiple Owner,,,"Bus, Minibus",,,,,,,2280acfe-c7dd-47c8-99c5-b59128317a04,Asia One Tower,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-shing-king-industrial-building-cw/detail/7de21450-67f7-47a6-9c1f-a90fb2d05da2/,Chai Wan,45 Kut Shing Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,,,,7de21450-67f7-47a6-9c1f-a90fb2d05da2,Shing King Industrial Building (CW),Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-cheung-yick-industrial-building/detail/526a2f39-71f6-44c5-88fe-879dd85f9aa1/,Chai Wan,12 On Yip Street,,Industrial,Industrial,,Multiple Owner,,,"Bus, Minibus",,,,,,,526a2f39-71f6-44c5-88fe-879dd85f9aa1,Cheung Yick Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-chai-wan-industrial-city-ii/detail/28ec1ff3-205a-4af0-b096-7dc4aa141e05/,Chai Wan,60-70 Wing Tai Road,,Industrial,Industrial,,Multiple Owner,,Sino Land Company Limited,"Bus, Minibus",,,,Individual,,"Cargo Truck 1 Parking Spaces, Lorry 21 Parking Spaces, Private Car 24 Parking Spaces",28ec1ff3-205a-4af0-b096-7dc4aa141e05,Chai Wan Industrial City II,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-kam-man-fung-factory-building/detail/d8c3e258-1b60-48f2-8411-b64e2db68054/,Chai Wan,6 Hong Man Street,,Industrial,Industrial,,Multiple Owner,KONG CHI PROPERTY MGT,,"MTR, Bus, Minibus",,,,Individual,,"Cargo Truck 1 Parking Spaces, Private Car 4 Parking Spaces",d8c3e258-1b60-48f2-8411-b64e2db68054,Kam Man Fung Factory Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-yiko-industrial-building/detail/c7b77995-8bf6-423d-941b-0217b38c1c08/,Chai Wan,10 Ka Yip Street,,Industrial,Industrial,,Multiple Owner,SELEX PROPERTIES MANAGEMENT CO LTD,,"Bus, Minibus",,,,Individual,,"Cargo Truck 1 Parking Spaces, Lorry 11 Parking Spaces, Private Car 11 Parking Spaces",c7b77995-8bf6-423d-941b-0217b38c1c08,Yiko Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-yip-cheung-centre/detail/ff5313a3-76b1-4641-bb3f-ab9c9da19533/,Chai Wan,10 Fung Yip Street,,Industrial,Industrial,,Multiple Owner,,,"Bus, Minibus",,,,,,,ff5313a3-76b1-4641-bb3f-ab9c9da19533,Yip Cheung Centre,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-kailey-industrial-centre-a/detail/f3687e84-5b70-4c5d-a636-a65df590a04f/,Chai Wan,12 Fung Yip Street,,Industrial,Industrial,,Multiple Owner,,Sun Hung Kai Properties Limited,"Bus, Minibus",,,,,,"Cargo Truck 2 Parking Spaces, Lorry 30 Parking Spaces, Private Car 30 Parking Spaces",f3687e84-5b70-4c5d-a636-a65df590a04f,Kailey Industrial Centre A,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-shell-industrial-building/detail/44038fc4-11a7-4f58-80d6-7935a970bbe5/,Chai Wan,12 Lee Chung Street,,Industrial,Industrial,,Single Owner,,,"MTR, Bus, Minibus",,,,,,,44038fc4-11a7-4f58-80d6-7935a970bbe5,Shell Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-sino-favour-centre/detail/e624628d-a013-4c6b-ad36-9ade518b8829/,Chai Wan,1 On Yip Street,,Industrial,Industrial,,Multiple Owner,,Sino Land Company Limited,"Bus, Minibus",,,,,,"Lorry 11 Parking Spaces, Private Car 14 Parking Spaces",e624628d-a013-4c6b-ad36-9ade518b8829,Sino Favour Centre,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-kut-shing-building/detail/7293cc10-58b1-4a3e-93c0-af6ae6c8f250/,Chai Wan,8 Kut Shing Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,Individual,,,7293cc10-58b1-4a3e-93c0-af6ae6c8f250,Kut Shing Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-cheung-lee-industrial-building/detail/1e52b16e-e26a-4f2c-a0dc-c08170d1787f/,Chai Wan,9 Cheung Lee Street,,Industrial,Industrial,,Multiple Owner,,,"MTR, Bus, Minibus",,,,,,,1e52b16e-e26a-4f2c-a0dc-c08170d1787f,Cheung Lee Industrial Building,Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-wah-shing-centre-ssw/detail/50995213-5b62-4829-ae04-1ad258d0b2fe/,Chai Wan,5 Fung Yip Street,,Industrial,Industrial,,Multiple Owner,,,"Bus, Minibus",,,,,,,50995213-5b62-4829-ae04-1ad258d0b2fe,Wah Shing Centre (SSW),Hong Kong
https://oir.centanet.com/en/property/office/hong-kong-chai-wan-hop-ming-factory-building/detail/24ceb558-5521-42fb-9f0d-5dbfc695ff22/,Chai Wan,6-10 On Yip Street,,Industrial,Industrial,,Multiple Owner,合明工業大廈業主立案法團,,"Bus, Minibus",,,,,,,24ceb558-5521-42fb-9f0d-5dbfc695ff22,Hop Ming Factory Building,Hong Kong
