Building Name,Address,Detail URL
Harry Ind Bldg,49-51 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000019723/Harry-Ind-Bldg
Kin Ho Ind Bldg Blk 1,14-24 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000020783/Kin-Ho-Ind-Bldg-Blk-1
Kin Ho Ind Bldg Blk 2,14-24 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000059762/Kin-Ho-Ind-Bldg-Blk-2
New Commerce Ctr,19 On Sum Street,https://www.midlandici.com.hk/ics/property/building/details/B000022081/New-Commerce-Ctr
New Trade Plaza Blk A,6 On Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000022101/New-Trade-Plaza-Blk-A
New Trade Plaza Blk B,6 On Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000022313/New-Trade-Plaza-Blk-B
On Ho Ind Bldg,17-19 Shing Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000022279/On-Ho-Ind-Bldg
Power Ind Bldg,9-15 Wo Heung Street,https://www.midlandici.com.hk/ics/property/building/details/B000059786/Power-Ind-Bldg
Sha Tin Ind Bldg,22-28 Wo Shui Street,https://www.midlandici.com.hk/ics/property/building/details/B000023097/Sha-Tin-Ind-Bldg
Sha Tin Ind Ctr (a),5-7 Yuen Shun Circuit,https://www.midlandici.com.hk/ics/property/building/details/B000023098/Sha-Tin-Ind-Ctr--a-
Sha Tin Ind Ctr (b),5-7 Yuen Shun Circuit,https://www.midlandici.com.hk/ics/property/building/details/B000059551/Sha-Tin-Ind-Ctr--b-
Sunking Fty Bldg,1-7 Shing Chuen Road,https://www.midlandici.com.hk/ics/property/building/details/B000023646/Sunking-Fty-Bldg
Technology Park,18 On Lai Street,https://www.midlandici.com.hk/ics/property/building/details/B000023948/Technology-Park
Topsail Plaza,11 On Sum Street,https://www.midlandici.com.hk/ics/property/building/details/B000024134/Topsail-Plaza
Transport City Bldg,1-7 Shing Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000024142/Transport-City-Bldg
Unison Ind Ctr,27-31 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000024373/Unison-Ind-Ctr
Universal Ind Ctr,19-25 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000024385/Universal-Ind-Ctr
Valiant Ind Ctr,2-12 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000024397/Valiant-Ind-Ctr
Wah Lai Ind Ctr,10-14 Kwei Tei Street,https://www.midlandici.com.hk/ics/property/building/details/B000024581/Wah-Lai-Ind-Ctr
Wah Lok Ind Ctr (a),37-41 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000024588/Wah-Lok-Ind-Ctr--a-
Wah Lok Ind Ctr (b),37-41 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059770/Wah-Lok-Ind-Ctr--b-
Wah Lok Ind Ctr (c),31-35 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059771/Wah-Lok-Ind-Ctr--c-
Wah Lok Ind Ctr (d),31-35 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059772/Wah-Lok-Ind-Ctr--d-
Wah Lok Ind Ctr (e),31-35 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059773/Wah-Lok-Ind-Ctr--e-
Wah Lok Ind Ctr (f),31-41 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059774/Wah-Lok-Ind-Ctr--f-
Wah Wai Ctr,38-42 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000024631/Wah-Wai-Ctr
Wah Yiu Ind Ctr,30-32 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000024645/Wah-Yiu-Ind-Ctr
World-wide Ind Ctr,43-47 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000025174/World-wide-Ind-Ctr
Yan Hing Ctr,9-13 Wong Chuk Yeung Street,https://www.midlandici.com.hk/ics/property/building/details/B000025214/Yan-Hing-Ctr
Cainiao Smart Gateway,,https://www.midlandici.com.hk/ics/property/building/details/B000124940/Cainiao-Smart-Gateway
1 Duddell Street,1 Duddell Street,https://www.midlandici.com.hk/ics/property/building/details/B000018422/1-Duddell-Street
10-12 Pottinger Street,10-12 Pottinger Street,https://www.midlandici.com.hk/ics/property/building/details/B000018407/10-12-Pottinger-Street
100 Queen's Road Central,100 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000063697/100-Queen-s-Road-Central
128 Wellington Street,128 Wellington Street,https://www.midlandici.com.hk/ics/property/building/details/B000060541/128-Wellington-Street
181 Queen's Road Central,181 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000063699/181-Queen-s-Road-Central
33 Des Voeux Road Central,33 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007683/33-Des-Voeux-Road-Central
6 Wilmer Street,6 Wilmer Street,https://www.midlandici.com.hk/ics/property/building/details/B000008325/6-Wilmer-Street
8 Lyndhurst Terrace,8 Lyndhurst Terrace,https://www.midlandici.com.hk/ics/property/building/details/B000006989/8-Lyndhurst-Terrace
8 Queen's Road Central,8 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000006982/8-Queen-s-Road-Central
9 Des Voeux Road West,9 Des Voeux Road West,https://www.midlandici.com.hk/ics/property/building/details/B000020721/9-Des-Voeux-Road-West
9 Queen's Road Central,9 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007653/9-Queen-s-Road-Central
Admiralty Centre Tower I,18 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000018055/Admiralty-Centre-Tower-I
Admiralty Centre Tower Ii,18 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000063488/Admiralty-Centre-Tower-Ii
Bangkok Bank Building.,28 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007657/Bangkok-Bank-Building.
Bank Of America Tower,12 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000007648/Bank-Of-America-Tower
Bupa Centre,141 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000018273/Bupa-Centre
C.m.a. Building,64-66 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000018634/C.m.a.-Building
Central Building,3 Pedder Street,https://www.midlandici.com.hk/ics/property/building/details/B000018361/Central-Building
Central Tower,28 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000018367/Central-Tower
Cheung Kong Center Ii,10 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000112476/Cheung-Kong-Center-Ii
China Insurance Group Building,141 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007664/China-Insurance-Group-Building
China Merchants Plaza,153 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000122674/China-Merchants-Plaza
Chung Nam House,59 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000054917/Chung-Nam-House
Cosco Tower,183 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000062640/Cosco-Tower
Fairmont House,8 Cotton Tree Drive,https://www.midlandici.com.hk/ics/property/building/details/B000007649/Fairmont-House
Far East Consortium Building,113-125a Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007672/Far-East-Consortium-Building
Far East Finance Centre,16 Harcourt Road,https://www.midlandici.com.hk/ics/property/building/details/B000007650/Far-East-Finance-Centre
Finance Building,254 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000019121/Finance-Building
Hong Kong Plaza,188 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000020056/Hong-Kong-Plaza
L L Tower,2-4 Shelley Street,https://www.midlandici.com.hk/ics/property/building/details/B000089563/L-L-Tower
Lippo Centre - Tower 1,89 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000021344/Lippo-Centre---Tower-1
Lippo Centre - Tower 2,89 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000022537/Lippo-Centre---Tower-2
Lyndhurst Tower,1 Lyndhurst Terrace,https://www.midlandici.com.hk/ics/property/building/details/B000054688/Lyndhurst-Tower
Man Hing Commercial Building,79-83 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000007676/Man-Hing-Commercial-Building
Nam Wo Hong Building,No.148 Wing Lok Street,https://www.midlandici.com.hk/ics/property/building/details/B000022040/Nam-Wo-Hong-Building
Nexxus Building,77 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000084322/Nexxus-Building
One International Finance Centre,1 Harbour View Road,https://www.midlandici.com.hk/ics/property/building/details/B000063825/One-International-Finance-Centre
One Pacific Place,88 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000022405/One-Pacific-Place
Qualipak Tower,122 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000022787/Qualipak-Tower
Shun Tak Centre (west Tower),168-200 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000054008/Shun-Tak-Centre--west-Tower-
Shun Tak Centre-china Merchants Tower,168-200 Connaught Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000023308/Shun-Tak-Centre-china-Merchants-Tower
Silver Fortune Plaza,1 Wellington Street,https://www.midlandici.com.hk/ics/property/building/details/B000023353/Silver-Fortune-Plaza
Singga Commercial Centre,144-151 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000023407/Singga-Commercial-Centre
The Center,99 Queen's Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000023965/The-Center
The Henderson,2 Murray Road,https://www.midlandici.com.hk/ics/property/building/details/B000112477/The-Henderson
Tung Hip Commercial Building,244 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000024275/Tung-Hip-Commercial-Building
Two International Finance Centre,8 Finance Street,https://www.midlandici.com.hk/ics/property/building/details/B000058939/Two-International-Finance-Centre
Two Pacific Place,88 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000054569/Two-Pacific-Place
United Centre,95 Queensway,https://www.midlandici.com.hk/ics/property/building/details/B000007651/United-Centre
Universal Trade Centre,3 Arbuthnot Road,https://www.midlandici.com.hk/ics/property/building/details/B000007685/Universal-Trade-Centre
Woho,119 Jervois Street,https://www.midlandici.com.hk/ics/property/building/details/B000115397/Woho
World-wide House,19 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000025173/World-wide-House
Wyndham Place,44 Wyndham Street,https://www.midlandici.com.hk/ics/property/building/details/B000025191/Wyndham-Place
Yardley Commercial Building,3 Connaught Road West,https://www.midlandici.com.hk/ics/property/building/details/B000008409/Yardley-Commercial-Building
Yat Chau Building,262 Des Voeux Road Central,https://www.midlandici.com.hk/ics/property/building/details/B000025239/Yat-Chau-Building
148 Electric Road,148 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000041931/148-Electric-Road
228 Electric Road,228 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000112287/228-Electric-Road
383 King's Road,383-385 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000113140/383-King-s-Road
39 King's Road,39 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000113453/39-King-s-Road
88 Hing Fat Street,88 Hing Fat Street,https://www.midlandici.com.hk/ics/property/building/details/B000059844/88-Hing-Fat-Street
A I A Tower,183 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000059840/A-I-A-Tower
A.t. Tower,180 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000054003/A.t.-Tower
Bank Tower,351-353 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007480/Bank-Tower
Carnival Commercial Building,18 Java Road,https://www.midlandici.com.hk/ics/property/building/details/B000007701/Carnival-Commercial-Building
China Harbour Building,370-374 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007477/China-Harbour-Building
China United Centre,28 Marble Road,https://www.midlandici.com.hk/ics/property/building/details/B000053077/China-United-Centre
Citicorp Centre,18 Whitfield Road,https://www.midlandici.com.hk/ics/property/building/details/B000054050/Citicorp-Centre
Concord Commercial Building,157 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007416/Concord-Commercial-Building
Corn Yan Centre,3 Jupiter Street,https://www.midlandici.com.hk/ics/property/building/details/B000018879/Corn-Yan-Centre
E-trade Plaza,24 Lee Chung Street,https://www.midlandici.com.hk/ics/property/building/details/B000074219/E-trade-Plaza
Greenwich Centre,260 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000020293/Greenwich-Centre
Hang Seng North Point Building,335-341 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007479/Hang-Seng-North-Point-Building
Haven Commercial Building,6-8 Tsing Fung Street,https://www.midlandici.com.hk/ics/property/building/details/B000007015/Haven-Commercial-Building
Henan Electric Development Building,389 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000019772/Henan-Electric-Development-Building
Hong Kong Li-ning Building,218 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000090984/Hong-Kong-Li-ning-Building
Island Place Tower,510 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000020264/Island-Place-Tower
Java Commercial Centre,124-132 Java Road,https://www.midlandici.com.hk/ics/property/building/details/B000007018/Java-Commercial-Centre
Java Road 108 Commercial Centre,108 Java Road,https://www.midlandici.com.hk/ics/property/building/details/B000059846/Java-Road-108-Commercial-Centre
Jupiter Tower,9 Jupiter Street,https://www.midlandici.com.hk/ics/property/building/details/B000020349/Jupiter-Tower
K. Wah Centre,191 Java Road,https://www.midlandici.com.hk/ics/property/building/details/B000007017/K.-Wah-Centre
King's Commercial Centre,25 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000054308/King-s-Commercial-Centre
Kingsfield Centre,18 Shell Street,https://www.midlandici.com.hk/ics/property/building/details/B000054309/Kingsfield-Centre
Kp Tower,93-95 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000080453/Kp-Tower
Kwai Hung Holdings Centre,89 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007413/Kwai-Hung-Holdings-Centre
Loong Wan Building,8 North Point Road,https://www.midlandici.com.hk/ics/property/building/details/B000059865/Loong-Wan-Building
Max Share Centre,367-373 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007481/Max-Share-Centre
Morecrown Commercial Building,108 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000059842/Morecrown-Commercial-Building
North Cape Commercial Building,388 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000007478/North-Cape-Commercial-Building
North Point Asia-pac Commercial Centre,10 North Point Road,https://www.midlandici.com.hk/ics/property/building/details/B000022207/North-Point-Asia-pac-Commercial-Centre
Olympia Plaza,255 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000022258/Olympia-Plaza
Park Commercial Centre,180 Tung Lo Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000059839/Park-Commercial-Centre
Parkview Centre,7 Lau Li Street,https://www.midlandici.com.hk/ics/property/building/details/B000022495/Parkview-Centre
Seabright Plaza,9-23 Shell Street,https://www.midlandici.com.hk/ics/property/building/details/B000023060/Seabright-Plaza
Sup Tower,75-83 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000022938/Sup-Tower
Supreme Commercial Building,368 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000008322/Supreme-Commercial-Building
Two Chinachem Exchange Square,338 King's Road,https://www.midlandici.com.hk/ics/property/building/details/B000059860/Two-Chinachem-Exchange-Square
Union Park Tower,168 Electric Road,https://www.midlandici.com.hk/ics/property/building/details/B000053035/Union-Park-Tower
Wellborne Commercial Centre,8 Java Road,https://www.midlandici.com.hk/ics/property/building/details/B000024817/Wellborne-Commercial-Centre
Workingberg Commerical Building,41-47 Marble Road,https://www.midlandici.com.hk/ics/property/building/details/B000007596/Workingberg-Commerical-Building
26 Nathan Road,26 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000022389/26-Nathan-Road
33 Argyle Street,33 Argyle Street,https://www.midlandici.com.hk/ics/property/building/details/B000056062/33-Argyle-Street
8 Hart Avenue,8 Hart Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000022194/8-Hart-Avenue
8 Observatory Road,8 Observatory Road,https://www.midlandici.com.hk/ics/property/building/details/B000081559/8-Observatory-Road
Argyle Centre,688 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006978/Argyle-Centre
Astoria Building,34 Ashley Road,https://www.midlandici.com.hk/ics/property/building/details/B000018124/Astoria-Building
Austin Commercial Centre,4 Austin Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000018131/Austin-Commercial-Centre
Austin Tower,22-26 Austin Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000081909/Austin-Tower
Bcc Building,25-31 Carnarvon Road,https://www.midlandici.com.hk/ics/property/building/details/B000018167/Bcc-Building
Best-o-best Commercial Centre,32-36 Ferry Street,https://www.midlandici.com.hk/ics/property/building/details/B000018202/Best-o-best-Commercial-Centre
Beverley Commercial Centre,87-105 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000018206/Beverley-Commercial-Centre
Boc Mongkok Commercial Centre,589 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000020970/Boc-Mongkok-Commercial-Centre
Boss Commercial Centre,28 Ferry Street,https://www.midlandici.com.hk/ics/property/building/details/B000018245/Boss-Commercial-Centre
Bright Way Tower,33 Mongkok Road,https://www.midlandici.com.hk/ics/property/building/details/B000007330/Bright-Way-Tower
Century House,3-4 Hanoi Road,https://www.midlandici.com.hk/ics/property/building/details/B000018373/Century-House
Cfc Tower,22-28 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000018376/Cfc-Tower
Champion Building,301-309 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000052953/Champion-Building
Cheuk Nang Centre,9-11a Hillwood Road,https://www.midlandici.com.hk/ics/property/building/details/B000018482/Cheuk-Nang-Centre
Cheung Lee Commercial Building,25 Kimberley Road,https://www.midlandici.com.hk/ics/property/building/details/B000018520/Cheung-Lee-Commercial-Building
Chevalier House,45-51 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000018570/Chevalier-House
China Hong Kong City Tower 1,33 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061846/China-Hong-Kong-City-Tower-1
China Hong Kong City Tower 2,33 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061847/China-Hong-Kong-City-Tower-2
China Hong Kong City Tower 3,33 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061848/China-Hong-Kong-City-Tower-3
China Hong Kong City Tower 5,33 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061849/China-Hong-Kong-City-Tower-5
China Hong Kong City Tower 6,33 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061850/China-Hong-Kong-City-Tower-6
Chinachem Golden Plaza,77 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000062493/Chinachem-Golden-Plaza
Concordia Plaza,1 Science Museum Road,https://www.midlandici.com.hk/ics/property/building/details/B000018865/Concordia-Plaza
East Ocean Centre,98 Granville Road,https://www.midlandici.com.hk/ics/property/building/details/B000007294/East-Ocean-Centre
Empire Centre,68 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000019029/Empire-Centre
Empress Plaza,17-19 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000019030/Empress-Plaza
Energy Plaza,92 Granville Road,https://www.midlandici.com.hk/ics/property/building/details/B000019032/Energy-Plaza
Eu Yan Sang Tower,11-15 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000060702/Eu-Yan-Sang-Tower
Harbour Crystal Centre,100 Granville Road,https://www.midlandici.com.hk/ics/property/building/details/B000007295/Harbour-Crystal-Centre
Hermes Commercial Centre,4-4a Hillwood Road,https://www.midlandici.com.hk/ics/property/building/details/B000019801/Hermes-Commercial-Centre
Hong Kong Pacific Centre,28 Hankow Road,https://www.midlandici.com.hk/ics/property/building/details/B000020055/Hong-Kong-Pacific-Centre
Houston Centre,63 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000020143/Houston-Centre
Icc-international Commerce Centre,1 Austin Road West,https://www.midlandici.com.hk/ics/property/building/details/B000063541/Icc-international-Commerce-Centre
Inter-continental Plaza,94 Granville Road,https://www.midlandici.com.hk/ics/property/building/details/B000020247/Inter-continental-Plaza
Kaiseng Commercial Centre,4-6 Hankow Road,https://www.midlandici.com.hk/ics/property/building/details/B000020428/Kaiseng-Commercial-Centre
Kee Shing Centre,74-76 Kimberley Road,https://www.midlandici.com.hk/ics/property/building/details/B000020600/Kee-Shing-Centre
Kelly Commercial Centre,570-572 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006951/Kelly-Commercial-Centre
Kimberley House,35-35a Kimberley Road,https://www.midlandici.com.hk/ics/property/building/details/B000020662/Kimberley-House
Knutsford Commercial Building,4-5 Knutsford Terrace,https://www.midlandici.com.hk/ics/property/building/details/B000020808/Knutsford-Commercial-Building
Koon Fook Centre,9 Knutsford Terrace,https://www.midlandici.com.hk/ics/property/building/details/B000020842/Koon-Fook-Centre
Kowloon Centre,29-39 Ashley Road,https://www.midlandici.com.hk/ics/property/building/details/B000020868/Kowloon-Centre
Kundamal House,4 Prat Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000020902/Kundamal-House
Langham Place,8 Argyle Street,https://www.midlandici.com.hk/ics/property/building/details/B000062592/Langham-Place
Le Diamant,703-705 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000078690/Le-Diamant
Lippo Sun Plaza,28 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000021343/Lippo-Sun-Plaza
Mass Resources Development Building,12 Humphreys Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000021783/Mass-Resources-Development-Building
Maxwell Centre,39-41 Hankow Road,https://www.midlandici.com.hk/ics/property/building/details/B000020248/Maxwell-Centre
Metropole Building,57 Peking Road,https://www.midlandici.com.hk/ics/property/building/details/B000007161/Metropole-Building
Mira Place,132-134 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000021933/Mira-Place
Mirror Tower,61 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000021935/Mirror-Tower
Multifield Plaza,3 Prat Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000022003/Multifield-Plaza
Nathan Centre,580g-580k Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006952/Nathan-Centre
New East Ocean Centre,9 Science Museum Road,https://www.midlandici.com.hk/ics/property/building/details/B000022082/New-East-Ocean-Centre
New Mandarin Plaza A,14 Science Museum Road,https://www.midlandici.com.hk/ics/property/building/details/B000053342/New-Mandarin-Plaza-A
New Mandarin Plaza B,14 Science Museum Road,https://www.midlandici.com.hk/ics/property/building/details/B000053343/New-Mandarin-Plaza-B
Ocean Centre,5 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000022214/Ocean-Centre
One Bedford Place,100-114 Bedford Road,https://www.midlandici.com.hk/ics/property/building/details/B000121585/One-Bedford-Place
One Peking,1 Peking Road,https://www.midlandici.com.hk/ics/property/building/details/B000062494/One-Peking
Oriental Centre,67-71 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000022375/Oriental-Centre
Oriental Crystal Finance Centre,107-109 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000022377/Oriental-Crystal-Finance-Centre
Peninsula Centre,67 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000022526/Peninsula-Centre
President Commercial Centre,608 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006958/President-Commercial-Centre
Railway Plaza,37-43 Chatham Road South,https://www.midlandici.com.hk/ics/property/building/details/B000022803/Railway-Plaza
Richmond Commercial Building,107-111 Argyle Street,https://www.midlandici.com.hk/ics/property/building/details/B000022866/Richmond-Commercial-Building
Rightful Centre,12 Tak Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000022881/Rightful-Centre
Silvercord Tower 1,30 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000023363/Silvercord-Tower-1
Silvercord Tower 2,30 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000060508/Silvercord-Tower-2
Silvercorp International Tower,707-713 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000007538/Silvercorp-International-Tower
Sino Centre,582-592 Nathan Road,https://www.midlandici.com.hk/ics/property/building/details/B000006953/Sino-Centre
South Seas Centre 1,75 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000053344/South-Seas-Centre-1
South Seas Centre 2,75 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000053345/South-Seas-Centre-2
Star House,3 Salisbury Road,https://www.midlandici.com.hk/ics/property/building/details/B000023509/Star-House
Supreme House,2a Hart Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000023673/Supreme-House
The Gateway Tower 1,25 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000019393/The-Gateway-Tower-1
The Gateway Tower 2,25 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062497/The-Gateway-Tower-2
The Gateway Tower 3-prudential Tower,21 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062498/The-Gateway-Tower-3-prudential-Tower
The Gateway Tower 5,15 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062499/The-Gateway-Tower-5
The Gateway Tower 6,9 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000062500/The-Gateway-Tower-6
Tsimshatsui Centre,66 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000024174/Tsimshatsui-Centre
Universal Commercial Building,65-69 Peking Road,https://www.midlandici.com.hk/ics/property/building/details/B000007162/Universal-Commercial-Building
Valiant Commercial Building,22-24 Prat Avenue,https://www.midlandici.com.hk/ics/property/building/details/B000024395/Valiant-Commercial-Building
Wharf T & T Centre,7 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000025167/Wharf-T---T-Centre
Wing On Plaza,62 Mody Road,https://www.midlandici.com.hk/ics/property/building/details/B000025000/Wing-On-Plaza
World Commerce Centre,11 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000025163/World-Commerce-Centre
World Finance Centre (north Tower),17-19 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061853/World-Finance-Centre--north-Tower-
World Finance Centre (south Tower),17-19 Canton Road,https://www.midlandici.com.hk/ics/property/building/details/B000061852/World-Finance-Centre--south-Tower-
Zhongda Building,38-40 Haiphong Road,https://www.midlandici.com.hk/ics/property/building/details/B000025617/Zhongda-Building
83 King Lam Street Tower A,83 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000112480/83-King-Lam-Street-Tower-A
83 King Lam Street Tower B,83 King Lam Street,https://www.midlandici.com.hk/ics/property/building/details/B000112481/83-King-Lam-Street-Tower-B
83 Wing Hong Street,83 Wing Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000120992/83-Wing-Hong-Street
909 Cheung Sha Wan Road,909 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000024673/909-Cheung-Sha-Wan-Road
Billion Plaza,8 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000052931/Billion-Plaza
Billion Plaza Ii,10 Cheung Yue Street,https://www.midlandici.com.hk/ics/property/building/details/B000078476/Billion-Plaza-Ii
Cheung Sha Wan Plaza Tower I,833 Cheung Sha Wan Road,https://www.midlandici.com.hk/ics/property/building/details/B000054978/Cheung-Sha-Wan-Plaza-Tower-I
