Building Name,Address,Detail URL
Metro Centre Blk 2,21 Lam Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000007905/Metro-Centre-Blk-2
Pacific Trade Ctr,2 Kai Hing Road,https://www.midlandici.com.hk/ics/property/building/details/B000022407/Pacific-Trade-Ctr
Po Lung Ctr,11 Wang Chiu Road,https://www.midlandici.com.hk/ics/property/building/details/B000007223/Po-Lung-Ctr
Ray Ctr,88 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000007045/Ray-Ctr
Ricky Ctr,36 Chong Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007494/Ricky-Ctr
Room + Kwun Tong,338 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000023406/Room---Kwun-Tong
Seaview Ctr,139 Hoi Bun Road,https://www.midlandici.com.hk/ics/property/building/details/B000007111/Seaview-Ctr
Shing Yip Ind Bldg,19-21 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007495/Shing-Yip-Ind-Bldg
Shiu Fat Ind Bldg,139-141 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007508/Shiu-Fat-Ind-Bldg
Sino Ind Plaza,9 Kai Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000023409/Sino-Ind-Plaza
Southtex Bldg,51 Tsun Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000059712/Southtex-Bldg
Speedy Ind Bldg,114 How Ming Street,https://www.midlandici.com.hk/ics/property/building/details/B000023474/Speedy-Ind-Bldg
Sunbeam Ctr,27 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007095/Sunbeam-Ctr
Sunshine Kowloon Bay Cargo Centre,59 Tai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000023663/Sunshine-Kowloon-Bay-Cargo-Centre
The Icon,320-322 Kwun Tong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021791/The-Icon
The Ozone,134 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000023542/The-Ozone
Tonic Ind Ctr A,26 Kai Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000007862/Tonic-Ind-Ctr-A
Tonic Ind Ctr B,19 Lam Hing Street,https://www.midlandici.com.hk/ics/property/building/details/B000007864/Tonic-Ind-Ctr-B
Treasure Ctr,42 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000007500/Treasure-Ctr
Viet Shing Fty Bldg,145 Wai Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000024438/Viet-Shing-Fty-Bldg
Wah Hung Ctr,41 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000007105/Wah-Hung-Ctr
Wah Shing Ctr,11-13 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007775/Wah-Shing-Ctr
Winful Ctr,30 Shing Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000007112/Winful-Ctr
Winner Fty Bldg,55 Hung To Road,https://www.midlandici.com.hk/ics/property/building/details/B000025072/Winner-Fty-Bldg
World Tech Ctr,95 How Ming Street,https://www.midlandici.com.hk/ics/property/building/details/B000007106/World-Tech-Ctr
Yau Tong Ind City A,17 Ko Fai Road,https://www.midlandici.com.hk/ics/property/building/details/B000025278/Yau-Tong-Ind-City-A
Yau Tong Ind City B,17 Ko Fai Road,https://www.midlandici.com.hk/ics/property/building/details/B000059809/Yau-Tong-Ind-City-B
88 Kwai Cheong Rd,88 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000059875/88-Kwai-Cheong-Rd
Amiata Industrial Building,58-64 Lei Muk Road,https://www.midlandici.com.hk/ics/property/building/details/B000018089/Amiata-Industrial-Building
Cargo Consolidation Complex,43 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000061958/Cargo-Consolidation-Complex
Che Wah Ind Bldg,1-7 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000018409/Che-Wah-Ind-Bldg
Ching Cheong Ind Bldg,1-7 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000018635/Ching-Cheong-Ind-Bldg
Ching Hing Ind Bldg,19-25 Fu Uk Road,https://www.midlandici.com.hk/ics/property/building/details/B000018639/Ching-Hing-Ind-Bldg
Chuan Kei Fty Bldg,15-23 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000018708/Chuan-Kei-Fty-Bldg
Effort Ind Bldg,2-8 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000019005/Effort-Ind-Bldg
Favor Ind Ctr,2-6 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000019108/Favor-Ind-Ctr
Fook Yip Bldg,53-57 Kwai Fung Crescent,https://www.midlandici.com.hk/ics/property/building/details/B000007119/Fook-Yip-Bldg
Global Trade Ctr,15 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000019425/Global-Trade-Ctr
Gold King Ind Bldg,35-41 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000019441/Gold-King-Ind-Bldg
Gold Way Ind Ctr (a),16-20 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000019449/Gold-Way-Ind-Ctr--a-
Gold Way Ind Ctr (b),16-20 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000059562/Gold-Way-Ind-Ctr--b-
Golden Ind Bldg,16-26 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000019467/Golden-Ind-Bldg
Goldfield Ind Bldg (2),144-150 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000019481/Goldfield-Ind-Bldg--2-
Grand Ind Bldg,159-165 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000019528/Grand-Ind-Bldg
Henry Ctr,131 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000019796/Henry-Ctr
Hk Worsted Mills Ind Bldg,31-39 Wo Tong Tsui Street,https://www.midlandici.com.hk/ics/property/building/details/B000007353/Hk-Worsted-Mills-Ind-Bldg
Hou Feng Ind Bldg,1-5 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000020140/Hou-Feng-Ind-Bldg
Icity Tower 1,111 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000104584/Icity-Tower-1
Kam Bun Ind Bldg,13-19 Kwai Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000020449/Kam-Bun-Ind-Bldg
Kin Hing Ind Bldg,17-23 Shek Kin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020676/Kin-Hing-Ind-Bldg
Kingsford Ind Bldg (1),26-32 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000020771/Kingsford-Ind-Bldg--1-
Kingsford Ind Bldg (2),26-32 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000059864/Kingsford-Ind-Bldg--2-
Kong Sheng Fty Bldg,75-87 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000020836/Kong-Sheng-Fty-Bldg
Koon Wo Ind Bldg,63-75 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000020853/Koon-Wo-Ind-Bldg
Kwai Cheong Ctr,40-52 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000007030/Kwai-Cheong-Ctr
Kwai Shun Ind Ctr,51-63 Container Port Road,https://www.midlandici.com.hk/ics/property/building/details/B000007031/Kwai-Shun-Ind-Ctr
Kwai Tak Ind Ctr (1),15-33 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007796/Kwai-Tak-Ind-Ctr--1-
Kwai Tak Ind Ctr (2),15-33 Kwai Tak Street,https://www.midlandici.com.hk/ics/property/building/details/B000007797/Kwai-Tak-Ind-Ctr--2-
Kwai Wan Ind Bldg,2 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000020949/Kwai-Wan-Ind-Bldg
Kwai Wu Ind Bldg,85-89 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000020953/Kwai-Wu-Ind-Bldg
Lmk Development Estate,10-16 Kwai Ting Road,https://www.midlandici.com.hk/ics/property/building/details/B000021053/Lmk-Development-Estate
Mai Luen Ind Bldg,23-31 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000021607/Mai-Luen-Ind-Bldg
Mai Shun Ind Bldg,18-24 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021611/Mai-Shun-Ind-Bldg
Mai Wah Ind Bldg,1-7 Wah Sing Street,https://www.midlandici.com.hk/ics/property/building/details/B000021615/Mai-Wah-Ind-Bldg
Mai Wo Ind Bldg,90-98 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000021616/Mai-Wo-Ind-Bldg
Man Lee Ind Bldg,13 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000021665/Man-Lee-Ind-Bldg
Man Shing Ind Bldg,307-311 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021679/Man-Shing-Ind-Bldg
Mapletree Logistics Hub Tsing Yi,30 Tsing Yi Road,https://www.midlandici.com.hk/ics/property/building/details/B000080523/Mapletree-Logistics-Hub-Tsing-Yi
Mei Kei Ind Bldg,30-40 Wing Lap Street,https://www.midlandici.com.hk/ics/property/building/details/B000021831/Mei-Kei-Ind-Bldg
Mita Ctr,552-566 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000021936/Mita-Ctr
Park Sun Bldg,103-107 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000022478/Park-Sun-Bldg
Profit Ind Bldg,1-15 Kwai Fung Crescent,https://www.midlandici.com.hk/ics/property/building/details/B000007120/Profit-Ind-Bldg
Reason Group Twr,403-413 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000079462/Reason-Group-Twr
Regent Ctr (a),63-67 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000007789/Regent-Ctr--a-
Regent Ctr (b),63-67 Wo Yi Hop Road,https://www.midlandici.com.hk/ics/property/building/details/B000007790/Regent-Ctr--b-
Riley Hse,88 Lei Muk Road,https://www.midlandici.com.hk/ics/property/building/details/B000007113/Riley-Hse
Roxy Ind Ctr,58-66 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007114/Roxy-Ind-Ctr
So Tao Ctr,11-15 Kwai Sau Road,https://www.midlandici.com.hk/ics/property/building/details/B000023440/So-Tao-Ctr
Song Ling Ind Bldg,40-42 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000023446/Song-Ling-Ind-Bldg
South China Ind Bldg,1-7 Chun Pin Street,https://www.midlandici.com.hk/ics/property/building/details/B000023455/South-China-Ind-Bldg
Sun Fung Ctr,88 Kwok Shui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007116/Sun-Fung-Ctr
Sung Kee Ind Bldg,18-30 Kwai Ting Road,https://www.midlandici.com.hk/ics/property/building/details/B000023631/Sung-Kee-Ind-Bldg
Sung's Tower,15-19 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020917/Sung-s-Tower
Tai Tak Ind Bldg,2-12 Kwai Fat Road,https://www.midlandici.com.hk/ics/property/building/details/B000023780/Tai-Tak-Ind-Bldg
Tak Kee Group Bldg,30-38 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000020465/Tak-Kee-Group-Bldg
The Galaxy,313 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000077104/The-Galaxy
The Star,18 Yip Shing Street,https://www.midlandici.com.hk/ics/property/building/details/B000080612/The-Star
Trans Asia Ctr,18 Kin Hong Street,https://www.midlandici.com.hk/ics/property/building/details/B000007121/Trans-Asia-Ctr
Tsing Yi Ind Ctr Blk A (ph 1),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000024182/Tsing-Yi-Ind-Ctr-Blk-A--ph-1-
Tsing Yi Ind Ctr Blk B (ph 1),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059745/Tsing-Yi-Ind-Ctr-Blk-B--ph-1-
Tsing Yi Ind Ctr Blk C (ph 2),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059746/Tsing-Yi-Ind-Ctr-Blk-C--ph-2-
Tsing Yi Ind Ctr Blk D (ph 2),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059747/Tsing-Yi-Ind-Ctr-Blk-D--ph-2-
Tsing Yi Ind Ctr Blk E (ph 2),1-33 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059748/Tsing-Yi-Ind-Ctr-Blk-E--ph-2-
Tung Chun Ind Bldg (a),9-11 Cheung Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000024263/Tung-Chun-Ind-Bldg--a-
Tung Chun Ind Bldg (b),11-13 Tai Yuen Street,https://www.midlandici.com.hk/ics/property/building/details/B000059548/Tung-Chun-Ind-Bldg--b-
Tung Luen Ind Bldg,319-325 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000024293/Tung-Luen-Ind-Bldg
Tung Tak Centre,25-27 Lam Tin Street,https://www.midlandici.com.hk/ics/property/building/details/B000019965/Tung-Tak-Centre
Valid Industrial Centre,13 Wing Kei Road,https://www.midlandici.com.hk/ics/property/building/details/B000024398/Valid-Industrial-Centre
Vanta Ind Ctr,21-33 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007117/Vanta-Ind-Ctr
Venus Ind Bldg,45-51 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000024415/Venus-Ind-Bldg
Vigor Ind Bldg (1),49-53 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000024444/Vigor-Ind-Bldg--1-
Vigor Ind Bldg (2),49-53 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000067517/Vigor-Ind-Bldg--2-
Vigor Ind Bldg (a),14-20 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000024443/Vigor-Ind-Bldg--a-
Vigor Ind Bldg (b),14-20 Cheung Tat Road,https://www.midlandici.com.hk/ics/property/building/details/B000059749/Vigor-Ind-Bldg--b-
Waford Ind Bldg,9-11 Kwai Lok Street,https://www.midlandici.com.hk/ics/property/building/details/B000024526/Waford-Ind-Bldg
Wah Fat Ind Bldg,10-14 Kung Yip Street,https://www.midlandici.com.hk/ics/property/building/details/B000024546/Wah-Fat-Ind-Bldg
Wah Sing Ind Bldg,12-14 Wah Sing Street,https://www.midlandici.com.hk/ics/property/building/details/B000024617/Wah-Sing-Ind-Bldg
Well Fung Ind Ctr,58-76 Ta Chuen Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000007118/Well-Fung-Ind-Ctr
Wing Cheung Ind Bldg,58-70 Kwai Cheong Road,https://www.midlandici.com.hk/ics/property/building/details/B000059873/Wing-Cheung-Ind-Bldg
Wing Hang Ind Bldg,13-29 Kwai Hei Street,https://www.midlandici.com.hk/ics/property/building/details/B000024934/Wing-Hang-Ind-Bldg
Wing Kin Ind Bldg,4-6 Wing Kin Road,https://www.midlandici.com.hk/ics/property/building/details/B000024953/Wing-Kin-Ind-Bldg
Wing Loi Ind Bldg,8-14 Wing Lap Street,https://www.midlandici.com.hk/ics/property/building/details/B000024971/Wing-Loi-Ind-Bldg
Wyler Ctr (1),202-210 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007783/Wyler-Ctr--1-
Wyler Ctr (2),192-200 Tai Lin Pai Road,https://www.midlandici.com.hk/ics/property/building/details/B000007784/Wyler-Ctr--2-
Yam Hop Hing Ind Bldg,40-44 Kwai Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000025205/Yam-Hop-Hing-Ind-Bldg
100 Texaco Road,100 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000058148/100-Texaco-Road
Adp Pentagon Ctr,98 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000059732/Adp-Pentagon-Ctr
Allied Cargo Ctr,150-160 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000018080/Allied-Cargo-Ctr
Bonsun Ind Bldg,364-366 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000018240/Bonsun-Ind-Bldg
Cable Tv Tower,9 Hoi Shing Road,https://www.midlandici.com.hk/ics/property/building/details/B000007092/Cable-Tv-Tower
Cameron Sino Technology Centre,73 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000093831/Cameron-Sino-Technology-Centre
Cheong Tai Ind Bldg,50-56 Fui Yiu Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000018462/Cheong-Tai-Ind-Bldg
Cheung Fung Ind Bldg,23-29 Pak Tin Par Street,https://www.midlandici.com.hk/ics/property/building/details/B000007250/Cheung-Fung-Ind-Bldg
Cheung Hing Shing Ctr,23 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000054357/Cheung-Hing-Shing-Ctr
Dan6,6 Fui Yiu Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000077806/Dan6
Ew International Tower,120-124 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000007252/Ew-International-Tower
Glee Ind Bldg,77-81 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000019422/Glee-Ind-Bldg
Golden Bear Ind Ctr,66-82 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007254/Golden-Bear-Ind-Ctr
Goodman Dynamic Ctr,188 Yeung Uk Road,https://www.midlandici.com.hk/ics/property/building/details/B000007251/Goodman-Dynamic-Ctr
Goodman Global Gateway,168 Yeung Uk Road,https://www.midlandici.com.hk/ics/property/building/details/B000050720/Goodman-Global-Gateway
Goodwill Ind Bldg,36-44 Pak Tin Par Street,https://www.midlandici.com.hk/ics/property/building/details/B000019510/Goodwill-Ind-Bldg
Hi-tech Ind Ctr (a),5-21 Pak Tin Par Street,https://www.midlandici.com.hk/ics/property/building/details/B000007947/Hi-tech-Ind-Ctr--a-
Hi-tech Ind Ctr (b),491-501 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007949/Hi-tech-Ind-Ctr--b-
Ho Lik Ctr,64-66 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007255/Ho-Lik-Ctr
International Trade Ctr,11-19 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007256/International-Trade-Ctr
King Palace Plaza,52a Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000059721/King-Palace-Plaza
Kong Nam Ind Bldg (a),603-609 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007938/Kong-Nam-Ind-Bldg--a-
Kong Nam Ind Bldg (b),603-609 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007940/Kong-Nam-Ind-Bldg--b-
Leader Ind Ctr (1),188-202 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000007941/Leader-Ind-Ctr--1-
Leader Ind Ctr (2),188-202 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000007943/Leader-Ind-Ctr--2-
Lucida Ind Bldg,43-47 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000007248/Lucida-Ind-Bldg
Lung Wah International Godown,72-76 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000021568/Lung-Wah-International-Godown
Mega Trade Ctr,1 Mei Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000007249/Mega-Trade-Ctr
Million Fortune Ind Ctr,34-36 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000007944/Million-Fortune-Ind-Ctr
One Midtown,11 Hoi Shing Road,https://www.midlandici.com.hk/ics/property/building/details/B000073300/One-Midtown
Shandah Bldg,682-6 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000023109/Shandah-Bldg
Southeast Ind Bldg,611-619 Castle Peak Road,https://www.midlandici.com.hk/ics/property/building/details/B000007089/Southeast-Ind-Bldg
Storefriendly Tower (metroplis West),22-28 Tai Chung Road,https://www.midlandici.com.hk/ics/property/building/details/B000019616/Storefriendly-Tower--metroplis-West-
Sunwise Ind Bldg,16-26 Wang Wo Tsai Street,https://www.midlandici.com.hk/ics/property/building/details/B000023668/Sunwise-Ind-Bldg
Superluck Ind Ctr (1),45-53 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000059725/Superluck-Ind-Ctr--1-
Superluck Ind Ctr (2),57 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000023671/Superluck-Ind-Ctr--2-
Tcl Tower,8 Tai Chung Road,https://www.midlandici.com.hk/ics/property/building/details/B000059730/Tcl-Tower
Texaco Rd Ind Ctr (a),256-264 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000023958/Texaco-Rd-Ind-Ctr--a-
Texaco Rd Ind Ctr (b),14-22 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000059741/Texaco-Rd-Ind-Ctr--b-
Thriving Ind Ctr,26-38 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000007491/Thriving-Ind-Ctr
Tml Tower,3 Hoi Shing Road,https://www.midlandici.com.hk/ics/property/building/details/B000077793/Tml-Tower
Tsuen Tung Fty Bldg,38-40 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000024196/Tsuen-Tung-Fty-Bldg
Tsuen Wan Ind Bldg,59-71 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000024201/Tsuen-Wan-Ind-Bldg
W Mega Tower 1,252 Texaco Road,https://www.midlandici.com.hk/ics/property/building/details/B000108951/W-Mega-Tower-1
Wang Cheong Enterprises Centre,65-69 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000059698/Wang-Cheong-Enterprises-Centre
Wang Lung Ind Bldg,48-56 Wang Lung Street,https://www.midlandici.com.hk/ics/property/building/details/B000007527/Wang-Lung-Ind-Bldg
Wing Hing Ind Bldg (tw),83-93 Chai Wan Kok Street,https://www.midlandici.com.hk/ics/property/building/details/B000024939/Wing-Hing-Ind-Bldg--tw-
Young Ya Ind Bldg,381-389 Sha Tsui Road,https://www.midlandici.com.hk/ics/property/building/details/B000025473/Young-Ya-Ind-Bldg
Goodman Tuen Mun Distribution Ctr Blk1,3a Hung Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000019213/Goodman-Tuen-Mun-Distribution-Ctr-Blk1
Goodman Tuen Mun Distribution Ctr Blk2,3a. Hung Cheung Road,https://www.midlandici.com.hk/ics/property/building/details/B000069877/Goodman-Tuen-Mun-Distribution-Ctr-Blk2
Goodman Western Plaza,2 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000059652/Goodman-Western-Plaza
Kwong Kin Trade Ctr,5 Kin Fat Street,https://www.midlandici.com.hk/ics/property/building/details/B000021001/Kwong-Kin-Trade-Ctr
My Loft,9 Hoi Wing Road,https://www.midlandici.com.hk/ics/property/building/details/B000022006/My-Loft
Nan Fung Ind City (1),18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000022051/Nan-Fung-Ind-City--1-
Nan Fung Ind City (2),18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000059622/Nan-Fung-Ind-City--2-
Nan Fung Ind City (3),18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000059623/Nan-Fung-Ind-City--3-
Nan Fung Ind City (4),18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000059624/Nan-Fung-Ind-City--4-
Nan Fung Ind City (5),18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000059625/Nan-Fung-Ind-City--5-
Nan Fung Ind City (central),18 Tin Hau Road,https://www.midlandici.com.hk/ics/property/building/details/B000018364/Nan-Fung-Ind-City--central-
Tai Hing Industrial Building,3 Tsing Yeung Circuit,https://www.midlandici.com.hk/ics/property/building/details/B000023725/Tai-Hing-Industrial-Building
Tak Lee Ind Ctr (a),8 Tsing Yeung Circuit,https://www.midlandici.com.hk/ics/property/building/details/B000023847/Tak-Lee-Ind-Ctr--a-
Tak Lee Ind Ctr (b),8 Tsing Yeung Circuit,https://www.midlandici.com.hk/ics/property/building/details/B000059654/Tak-Lee-Ind-Ctr--b-
Yick Fung Group Building,1 Kin Fat Lane,https://www.midlandici.com.hk/ics/property/building/details/B000018069/Yick-Fung-Group-Building
China Resources Log. S.s. Warehouse,2 San Po Street,https://www.midlandici.com.hk/ics/property/building/details/B000059816/China-Resources-Log.-S.s.-Warehouse
Hi-speed Centre 1,18 On Chuen Street,https://www.midlandici.com.hk/ics/property/building/details/B000095107/Hi-speed-Centre-1
Hi-tech Ctr,9 Choi Yuen Road,https://www.midlandici.com.hk/ics/property/building/details/B000059754/Hi-tech-Ctr
Jumbo Plaza,6 Choi Fai Street,https://www.midlandici.com.hk/ics/property/building/details/B000059462/Jumbo-Plaza
Tai Ping Ind Ctr (1),57 Ting Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000023760/Tai-Ping-Ind-Ctr--1-
Tai Ping Ind Ctr (2),55 Ting Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000059686/Tai-Ping-Ind-Ctr--2-
Tai Ping Ind Ctr (3),53 Ting Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000059687/Tai-Ping-Ind-Ctr--3-
Tai Ping Ind Ctr (4),51a Ting Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000059688/Tai-Ping-Ind-Ctr--4-
Tai Ping Ind Park (a),51 Ting Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000023761/Tai-Ping-Ind-Park--a-
Tai Ping Ind Park (b),51 Ting Kok Road,https://www.midlandici.com.hk/ics/property/building/details/B000059689/Tai-Ping-Ind-Park--b-
Century Industrial Centre,33-35 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000018375/Century-Industrial-Centre
China Resources Shatin Warehouse,36-42 Shan Mei Street,https://www.midlandici.com.hk/ics/property/building/details/B000020637/China-Resources-Shatin-Warehouse
Corporation Park,11 On Lai Street,https://www.midlandici.com.hk/ics/property/building/details/B000020502/Corporation-Park
Ever Gain Ctr,28 On Muk Street,https://www.midlandici.com.hk/ics/property/building/details/B000019055/Ever-Gain-Ctr
Evergain Bldg (no.3),22 On Sum Street,https://www.midlandici.com.hk/ics/property/building/details/B000066961/Evergain-Bldg--no.3-
Fo Tan Ind Ctr,26-28 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000019132/Fo-Tan-Ind-Ctr
Fonda Ind Bldg,37-39 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000019138/Fonda-Ind-Bldg
Fu Cheung Ctr,5-7 Wong Chuk Yeung Street,https://www.midlandici.com.hk/ics/property/building/details/B000019225/Fu-Cheung-Ctr
Goldfield Ind Ctr,1 Sui Wo Road,https://www.midlandici.com.hk/ics/property/building/details/B000019482/Goldfield-Ind-Ctr
Goodman Shatin Logistics Centre 1,6 Wong Chuk Yeung Street,https://www.midlandici.com.hk/ics/property/building/details/B000066957/Goodman-Shatin-Logistics-Centre-1
Goodman Shatin Logistics Centre 2,6 Wong Chuk Yeung Street,https://www.midlandici.com.hk/ics/property/building/details/B000059547/Goodman-Shatin-Logistics-Centre-2
Grandtech Ctr,8 On Ping Street,https://www.midlandici.com.hk/ics/property/building/details/B000052951/Grandtech-Ctr
Haribest Ind Bldg,45-47 Au Pui Wan Street,https://www.midlandici.com.hk/ics/property/building/details/B000019716/Haribest-Ind-Bldg
