transaction_name,matched_building_name,match_score
Ko Wai Building Tak Wah Street,Po Wai Building,88.88888888888889
Tsuen Wan Mansion (Stage 2) Lo Tak Court,Lo Tak Court,100.0
Lung Shing Factory Building,Lung Shing Factory Building,100.0
Wing Wah Industrial Building (TW),Wing Wah Industrial Building (TW),100.0
Texaco Road Industrial Centre Block A,Texaco Road Industrial Centre Block A,100.0
Goodman Dynamic Centre,Goodman Texaco Centre,80.0
Goodman Tsuen Wan Centre,Goodman Tsuen Wan West Building 1,82.92682926829268
Technology Plaza (TW),Technology Plaza (TW),100.0
Symphone Industrial Building,Symphone Industrial Building,100.0
Metropolitan Factory And Warehouse,Metropolitan Factory And Warehouse,100.0
Metex House,Metex House,100.0
Foo Yu Building Dung Fat Street,Bcc Building,80.0
Jing Ho Industrial Building,Jing Ho Industrial Building,100.0
Bonjour Tower,Bonjour Tower,100.0
Wo Shing Building Shiu Wo Street,Kut Shing Building,87.5
Chau's Building Tai Ho Road,Tai Yau Building,85.71428571428571
Shiu Wo Building Shiu Wo Street,Bcc Building,80.0
ADP Pentagon Centre,ADP Pentagon Centre,100.0
Shun Hing Building Chuen Lung Street,Yue Hing Building,86.66666666666667
Cheuk Ming Building Tsuen Wan Market Street,Bcc Building,80.0
International Trade Centre,International Trade Centre,100.0
Leader Industrial Centre 2,Leader Industrial Centre,100.0
Carson Mansion Lo Tak Court,Lo Tak Court,100.0
Kwong Fat Building Sha Tsui Road,Bcc Building,80.0
Kong Nam Industrial Building A,Kong Nam Industrial Building A,100.0
Tetra,Tetra,100.0
Chinachem Tsuen Wan Plaza,Two Chinachem Plaza,88.23529411764706
Bonsun Industrial Building,Bonsun Industrial Building,100.0
Tsuen Wan Industrial Centre,Tsuen Wan Industrial Centre,100.0
Plaza 88,38 Plaza,87.5
Po Yip Building Block A,Po Yip Building Block A,100.0
Winning Heights Lo Tak Court,Lo Tak Court,100.0
Wofoo Building,Wofoo Building,100.0
Wah Hing Industrial Building,Wah Hing Industrial Building,100.0
Cheong Tai Building Tsuen Hing Path,Cheong Lee Building,88.23529411764706
176 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
On On Building Sam Pei Square,Bcc Building,80.0
Cheung Hing Shing Centre,Fu Cheung Centre,89.65517241379311
Kwai Sang Building Chuen Lung Street,Bcc Building,80.0
Kam Fat Building Sha Tsui Road,Bcc Building,80.0
Luen Wo Building Hoi Pa Street,Bcc Building,80.0
75 Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
88 Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
International Enterprise Centre 2,International Trade Centre,86.95652173913044
Hang Seng Bank Building Tsuen Wan Sha Tsui Road,Bcc Building,80.0
Fou Wah Centre Castle Peak Road,K Wah Centre,90.9090909090909
Ching Hing Industrial Building,Ching Hing Industrial Building,100.0
Hang Fuk Building Castle Peak Road,Bcc Building,80.0
Tsuen Fat Building Tsuen Hing Path,Yue Hing Building,86.66666666666667
Chau's Commercial Centre Chung On Street,Boss Commercial Centre,87.17948717948718
First Asia Tower,First Asia Tower,100.0
Wah Lung Industrial Building,Wah Lung Industrial Building,100.0
100 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Hing Yip Centre (TW),Hing Yip Centre (TW),100.0
Leitz Industrial Building,Leitz Industrial Building,100.0
Cable Tv Tower,Cable TV Tower,92.85714285714286
UML TOWER,UML TOWER,100.0
Cheong Ning Building Sai Lau Kok Road,Cheong Lee Building,88.23529411764706
Crowning-United Centre,Crowning-United Centre,100.0
Tak Yan House Phase 14 Lo Tak Court,Lo Tak Court,100.0
Lung Wah Building Chuen Lung Street,Koon Wah Building,82.75862068965517
Tak Tai Building Texaco Road,Tai Yau Building,85.71428571428571
71 Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
Park Tsuen Commercial Building Castle Peak Road,Park Sun Building,86.66666666666667
Yuet Kwong Industrial Building,Yuet Kwong Industrial Building,100.0
Tsuen Wah Building Chung On Street,Koon Wah Building,82.75862068965517
135 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
8½ Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
Tsuen Hing Factory Building,Tsuen Hing Factory Building,100.0
Fullytech Centre Tak Hoi Street,Tung Tak Centre,80.0
Cheong Tai Industrial Building,Cheong Tai Industrial Building,100.0
Mee Wah Building Sha Tsui Road,Koon Wah Building,82.75862068965517
Cheong Yiu Building Castle Peak Road,Cheong Lee Building,88.23529411764706
Fou Ming Building Heung Wo Street,Bcc Building,80.0
Chin Lung Building Chuen Lung Street,Bcc Building,80.0
Shek Wai Kok Commercial Centre Shek Wai Kok Road,Boss Commercial Centre,87.17948717948718
Wang Cheong Enterprises Centre,Wang Cheong Enterprises Centre,100.0
Tai Wah Building Tai Pei Square,Tai Yau Building,85.71428571428571
Iau Kin Building Hau Tei Square,Bcc Building,80.0
Cheong On Building Sai Lau Kok Road,Cheong Lee Building,88.23529411764706
155 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Tung Cheong Factory Building,Tung Cheong Factory Building,100.0
Gunzetal Limited,Gunzetal Limited,100.0
161 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
187 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
185 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Kwong Yick Building Sha Tsui Road,Bcc Building,80.0
184 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Tsuen King Building Tsuen Hing Path,Yue Hing Building,86.66666666666667
Kam Shing Building Heung Wo Street,Kut Shing Building,87.5
Hoi Pa Building Hoi Pa Street,Bcc Building,80.0
Heung Shing Building Heung Wo Street,Kut Shing Building,87.5
73 Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
Waterside Plaza Wing Shun Street,Wing On Plaza,86.95652173913044
Kwong Ming Building Sha Tsui Road,Bcc Building,80.0
Cheong Shing Building Chuen Lung Street,Cheong Lee Building,88.23529411764706
Jc Place Castle Peak Road,M Place,83.33333333333333
Kin Ho Building Tai Ho Road,Tai Yau Building,85.71428571428571
Fu Yung Building Sha Tsui Road,Bcc Building,80.0
Dao Shing Building Heung Wo Street,Kut Shing Building,87.5
Cheong Wah Bldg Lo Tak Court,Lo Tak Court,100.0
116-120 Castle Peak Road,483D-483E Castle Peak Road,80.0
55 Texaco Road,Texaco Road Industrial Centre Block B,88.0
Tak Fam Building Tak Wah Street,Koon Wah Building,82.75862068965517
153 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Tin Wah Building Chuen Lung Street,Koon Wah Building,82.75862068965517
Wing On Building Sha Tsui Road,Wing Fai Building,86.66666666666667
Chau Hop Shing Building,Kut Shing Building,87.5
Chau Hop Shing Building Chung On Street,Kut Shing Building,87.5
Hale Weal Industrial Building,Yiko Industrial Building,88.37209302325581
423-427 Castle Peak Road,483D-483E Castle Peak Road,84.0
Sze Yuen Building Sha Tsui Road,Bcc Building,80.0
Nga Chi Building Sze Pei Square,Bcc Building,80.0
Yau Keung Building Hau Tei Square,Tai Yau Building,85.71428571428571
Yeung Ming Building Sha Tsui Road,Bcc Building,80.0
159 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Pylon Tower,Pylon Tower,100.0
Nina Tower Yeung Uk Road,Nina Tower,100.0
170 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Tak Yan Building Stage 3 Tso Kung Sq,Bcc Building,80.0
Goodman Texaco Centre,Goodman Texaco Centre,100.0
181-183 Castle Peak Road,483D-483E Castle Peak Road,84.0
23B Mei Wan Street,23B Mei Wan Street,100.0
Sing Shun Building Castle Peak Road,Bcc Building,80.0
Universal Industrial Building,Universal Industrial Building,100.0
32-34 Castle Peak Road,483D-483E Castle Peak Road,84.21052631578948
Chau's Comm Building,Bcc Building,80.0
28 Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
Wing Yu Factory Building,Wing Yu Factory Building,100.0
On Fung Building Heung Wo Street,Bcc Building,80.0
Metex House Fui Yiu Kok Street,Metex House,100.0
82 Castle Peak Road,483D-483E Castle Peak Road,91.42857142857143
International Enterprise Centre I Chai Wan Kok Street,International Trade Centre,86.95652173913044
Tsuen Fung Building Tsuen Wan Market Street,Bcc Building,80.0
Shui Sang Building Chung On Street,Bcc Building,80.0
Oxford Factory Building,Oxford Factory Building,100.0
126-138 Castle Peak Road,483D-483E Castle Peak Road,80.0
Wah Tat Building Hoi Pa Street,Koon Wah Building,82.75862068965517
Yuet Kwong Industrial Building Fui Yiu Kok Street,Yuet Kwong Industrial Building,100.0
First Asia Tower Fui Yiu Kok Street,First Asia Tower,100.0
Ho Fai Commerial Centre,Ho Lik Centre,81.81818181818181
31 Shiu Wo Street,19 Kiu Wong Street,80.0
Tak Wah Building Tak Wah Street,Koon Wah Building,82.75862068965517
Kwan Tak Building Sha Tsui Road,Bcc Building,80.0
KOLOUR TSUEN WAN II Tsuen Wan Market Street,KOLOUR . Tsuen Wan I,88.88888888888889
Po Yip Building Sha Tsui Road,Po Wai Building,84.61538461538461
Tai Yan Building Hoi Pa Street,Tai Yau Building,85.71428571428571
178 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
388 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Ever Gain Centre,Ever Gain Centre,100.0
Cable Tv Tower Hoi Shing Road,Cable TV Tower,88.0
Toppy Tower,Toppy Tower,100.0
531-535 Castle Peak Road,483D-483E Castle Peak Road,80.0
Kwan Shing Building,Kut Shing Building,87.5
Luk Yeung Shopping Centre,Luk Kwok Centre,80.0
On Foo Building,Kam Foo Industrial Building,88.88888888888889
Plaza 88 ,38 Plaza,87.5
Po Yip Building A (TW),Po Yip Building Block A,87.17948717948718
Wing Hing Industrial Building,Wing Hing Industrial Building (CSW),100.0
Gunzetal Limit,Gunzetal Limited,93.33333333333333
Tak Yan Building Phase 16,YKK Building Phase I,82.35294117647058
Bonsun Indusrial Building,Bonsun Industrial Building,98.03921568627452
Nan Fung Centre ,Nan Fung Commercial Centre,100.0
Hing Hing Building,Sze Hing Loong Industrial Building,100.0
Cheong Tai Building,Cheong Tai Factory Building,100.0
Sze Yuen Building,Tong Yuen Factory Building,86.66666666666667
Nina Tower ,Nina Tower,100.0
Tsuen King Building,Tsuen Tung Factory Building,84.84848484848484
Tsuen Wan International Centre,International Trade Centre,86.95652173913044
Grand City Plaza ,"Office Tower One, Grand Plaza",81.48148148148148
Tin Wah Building,Wing Wah Industrial Building (QB),85.71428571428571
Dao Shing Building,Shing Dao Industrial Building,100.0
On Fung Building,Kam Man Fung Factory Building,89.65517241379311
Fortune Building,Fortune Factory Building A,100.0
Chinachem Tsuen Wan Plaza ,Two Chinachem Plaza,88.23529411764706
On Yue Building,Yue Xiu Building,88.88888888888889
Hang Seng Bank Building Tsuen Wan,Bcc Building,80.0
Foo Yu Building,Kam Foo Industrial Building,88.88888888888889
Cheong Ning Building,Cheong Lee Building,88.23529411764706
Fortune Commercial Building ,Witty Commercial Building,86.36363636363636
Kwan Tak Building,Tak King Industrial Building,82.75862068965517
Cheong Yiu Building,Cheong Lee Building,88.23529411764706
Chung On Building,Chung On Industrial Building,100.0
328 Plaza,38 Plaza,94.11764705882354
Fou Wah Centre,K Wah Centre,90.9090909090909
Kai Chi Building,Kai It Building,88.88888888888889
Storefriendly Tower (Metropolis West),Storefriendly Tower (Metropolis West),100.0
Tak Tai Building,Tai Tak Industrial Building,100.0
Cheong On Building,Cheong Lee Building,90.9090909090909
Iau Kin Building,Tung Kin Factory Building,85.71428571428571
Tak Hing Building,Sze Hing Loong Industrial Building,86.66666666666667
Hing Fung Printing & Dyeing Factory Ltd.,Hing Fung Printing & Dyeing Factory Ltd.,100.0
Goodman Dynamic Cargo Centre,Goodman Texaco Centre,80.0
Jc Place,M Place,83.33333333333333
Tak Yan Building,Tai Yau Building,87.5
Lung Wah Building,Wah Lung Industrial Building,100.0
The Octagon ,The Octagon,100.0
CDW Building ,CDW Building,100.0
Po Yip Building B (TW),Po Wai Building,84.61538461538461
Chau's Comm Building ,Bcc Building,80.0
Tsuen Fat Building,Tsuen Tung Factory Building,87.5
Far East Consortium Tuen Mun Building,Bcc Building,80.0
Cheuk Ming Building,Hop Ming Factory Building,81.25
Ka Wah Building,Wing Wah Industrial Building (QB),88.88888888888889
On On Building,Chung On Industrial Building,100.0
Wah Yan Building,Wing Wah Industrial Building (QB),85.71428571428571
Mandarin Industrial Building,Mai On Industrial Building,88.88888888888889
Tsuen Bik Building,Tsuen Tung Factory Building,87.5
International Enterprise Centre 1 (IEC1) ,International Trade Centre,86.95652173913044
Luen Wo Building,Luen Fat Loong Factory Building,89.65517241379311
Tsuen Wah Building,Tsuen Tung Factory Building,87.5
Metropolitan Factory & Warehouse Bldg,Metropolitan Factory And Warehouse,93.75
Tin Po Building,Tin On Industrial Building,88.88888888888889
Wo Shing Building,Kut Shing Building,90.3225806451613
Tai Yan Building,Tai Yau Building,93.75
Chuen Lung Building,Sum Lung Industrial Building,81.25
Chau's Building,China Building,82.75862068965517
Kwong Fat Building,Kwong Ga Factory Building,87.5
KOLOUR . Tsuen Wan I ,KOLOUR . Tsuen Wan I,100.0
Wah Shing Building,Wah Shing Industrial Building,100.0
Yuen May Building,Tong Yuen Factory Building,86.66666666666667
Chau's Commercial Centre,Boss Commercial Centre,87.17948717948718
Panda Place,M Place,83.33333333333333
Dang Fat Mansion,Luen Fat Mansion (TKW),81.48148148148148
Yau Shing Building,Kut Shing Building,88.88888888888889
Heritage Building,Bcc Building,80.0
Kan Fat Building,Luen Fat Loong Factory Building,85.71428571428571
Kin Ho Building,Kin Ho Industrial Building Block 1,100.0
Heung Wo Building,Heung Wah Industrial Building,90.3225806451613
Brighton Place,M Place,83.33333333333333
Cdw Building,CDW Building,83.33333333333333
Tak Yan Building Stage 3,Kai Tak Factory Building Stage 2,85.71428571428571
Wah Cheung Bldg,Cheung Wah Industrial Building,80.0
Cheong Yu Building,Cheong Lee Building,90.9090909090909
Kwai Sang Building,Kwai Bo Industrial Building,83.87096774193549
Kin Shing Building,Kut Shing Building,88.88888888888889
Wing On Building,Wing On Godown Building,100.0
Kwong Yick Building,Kwong Ga Factory Building,84.84848484848484
Hang Fuk Building,Hang Fat Industrial Building (Demolished),86.66666666666667
Tsuen Kam Centre,Tsuen Wan Industrial Centre,85.71428571428571
47-51 Chai Wan Kok Street,47-51 Chai Wan Kok Street,100.0
Lin Ping House,Wing On House,81.48148148148148
Kam Fat Building,Kam Man Fung Factory Building,85.71428571428571
Ideal Plaza,Ideal Plaza,100.0
Wong's Factory Building (Converted),Yiuga Factory Building,84.21052631578948
Heung Shing Building,Kut Shing Building,87.5
Kwong Ming Building,Kwong Ga Factory Building,84.84848484848484
Victory Industrial Building (TW)  (Redeveloped),Victory Industrial Building (KC),91.52542372881356
Fu Yung Building,Zung Fu Industrial Building,81.48148148148148
Union Building.,Minico Building,80.0
Shui Sang Building,Shui Ki Industrial Building,83.87096774193549
Hoi On Building,Hoi Cheung Industrial Building,88.88888888888889
Chin Lung Building,Sum Lung Industrial Building,83.87096774193549
Kam Shing Building,Kam Shing Industrial Building,100.0
Park Tsuen Commercial Building ,Park Sun Building,86.66666666666667
Tak Fam Building,Tak King Industrial Building,85.71428571428571
Ko Wai Building,Po Wai Building,93.33333333333333
Yeung Ming Building,Yue Hing Building,83.33333333333333
Oxford Industrial Building,Waford Industrial Building,92.3076923076923
Shiu Wo Building,Yick Shiu Industrial Building,89.65517241379311
Chan Kee Commercial Centre,Boss Commercial Centre,87.17948717948718
29-33 Chai Wan Kok Street,29-33 Chai Wan Kok Street,100.0
Shing On Building,On Shing Industrial Building,100.0
Winner Godown Building (Redeveloped),Winner Building (HH),85.71428571428571
Mantex Industrial Building (Demolished),Hang Fat Industrial Building (Demolished),90.14084507042253
Wing Kwai Factory Building,Ka Wing Factory Building,96.0
Pak Fook Building,Fook Hing Factory Building,86.66666666666667
Ever Gain Centre (TW),Ever Gain Centre,100.0
Tak On House,Wing On House,80.0
Kar Wah Building,Kar Wah Industrial Building,100.0
PBE Building,Bcc Building,83.33333333333333
Nan Sing Industrial Building (Redevelop),Wah Sing Industrial Building,92.3076923076923
Link Dyeing Works Ltd,Link Dyeing Works Ltd,100.0
Jumbo iAdvantage,Jumbo I Advantage,90.9090909090909
Lung Wah International Godown,International Plaza,81.25
53-57 Chai Wan Kok Street,53-57 Chai Wan Kok Street,100.0
Peninsula Factory Building (Redeveloped),Yiuga Factory Building,84.21052631578948
Fritz Centre,Fritz Centre,100.0
iTech Tower 1,iTech Tower 1,100.0
49 Texaco Road,Texaco Road Industrial Centre Block B,88.0
Tsuen Bik Building Hoi Pa Street,Bcc Building,80.0
Tin Po Building Tai Ho Road,Tai Yau Building,85.71428571428571
Technology Plaza Sha Tsui Road,Technology Plaza (NP),86.48648648648648
Yau Shing Building Castle Peak Road,Kut Shing Building,87.5
525 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
Kai Chi Building Lo Tak Court,Lo Tak Court,100.0
112 Castle Peak Road,483D-483E Castle Peak Road,88.88888888888889
129-131 Castle Peak Road,483D-483E Castle Peak Road,80.0
Energy Industrial Centre,Energy Industrial Centre,100.0
Fu Wah Industrial Building,Fou Wah Industrial Building,98.11320754716981
Fook Loi Building Yuen Long On Ning Road,Long To Building,89.65517241379311
