Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code
Kam Ling Court,1-3 Woo Hop Street,2,220,--,--,--,1,1,https://hk.centanet.com/estate/en/Kam-Ling-Court/2-SSPBGPWXPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Clarence Court,8-16 Clarence Terrace,1,51,--,--,--,1,--,https://hk.centanet.com/estate/en/Clarence-Court/2-OOFUFRRXRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Bic Wah Court,464-464D Des Voeux Road West,1,63,--,--,--,1,--,https://hk.centanet.com/estate/en/Bic-Wah-Court/2-OOJCQROXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Wing Fu Lau (Wing Foo Building),2-6 Clarence Terrace,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Fu-Lau-Wing-Foo-Building/2-OOSOFRRHRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Pak Hoo Mansion,554-560 Queen's Road West,1,88,--,--,--,1,--,https://hk.centanet.com/estate/en/Pak-Hoo-Mansion/2-OOVRQRJXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Kai Fung Building,102-104 Hill Road,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Kai-Fung-Building/2-SSEGPPKEPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Siu Yee Building,590-596A Queen's Road West,1,107,--,--,--,1,--,https://hk.centanet.com/estate/en/Siu-Yee-Building/2-SSESWPDOPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Sang Cheong Building,427-437 Queen's Road West,1,66,--,--,--,1,--,https://hk.centanet.com/estate/en/Sang-Cheong-Building/2-SSEWWPBYPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Poga Building,6-20 Po Tuck Street,1,88,--,--,--,1,--,https://hk.centanet.com/estate/en/Poga-Building/2-SSPYWPKEPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hillview Garden,72 Hill Road,2,48,--,--,--,1,--,https://hk.centanet.com/estate/en/Hillview-Garden/2-SSWSPPAAPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Good Luck Mansion,101 Hill Road,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/Good-Luck-Mansion/2-SSWYWPAXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Joy Fat Mansion (House),522-530 Queen's Road West,1,119,--,--,--,1,--,https://hk.centanet.com/estate/en/Joy-Fat-Mansion-House/2-TTHMIHXRHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Nam Wah Mansion,5-9 South Lane,1,52,--,--,--,1,--,https://hk.centanet.com/estate/en/Nam-Wah-Mansion/2-TTMDTHSOHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Wo Fat Building,533-543 Queen's Road West,1,120,--,--,--,1,--,https://hk.centanet.com/estate/en/Wo-Fat-Building/2-TTSDZHXAHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
On Lok Mansion,586-588 Queen's Road West,1,48,--,--,--,--,1,https://hk.centanet.com/estate/en/On-Lok-Mansion/2-OOCDFRJJRO,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Po Tak Building,540-546 Queen's Road West,1,53,--,--,--,--,1,https://hk.centanet.com/estate/en/Po-Tak-Building/2-SSESPPDRPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Cheong Wan Mansion,55-59 Hill Road,1,46,--,--,--,--,--,https://hk.centanet.com/estate/en/Cheong-Wan-Mansion/2-OOCFFRQRRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Wing Wah Mansion,425G-425Z Queen's Road West,8,446,"$6,387/ ft²",17.05%,1,--,--,https://hk.centanet.com/estate/en/Wing-Wah-Mansion/2-OOCVFRVORU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Lok Po House,51 Hill Road,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Lok-Po-House/2-OODJFRQXRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Fu Yin Court,39 Hill Road,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Fu-Yin-Court/2-OOFDFRQHRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Fu Ga Building,7-13 Yat Fu Lane,1,107,"$12,136/ ft²",1.56%,1,--,--,https://hk.centanet.com/estate/en/Fu-Ga-Building/2-OOFRFRCXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
1-7 Po Tuck Street,1-7 Po Tuck Street,1,34,--,--,--,--,--,https://hk.centanet.com/estate/en/1-7-Po-Tuck-Street/2-OORFFRSVRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Des Voeux Road West Building,406-408D Des Voeux Road West,1,273,--,--,--,--,--,https://hk.centanet.com/estate/en/Des-Voeux-Road-West-Building/2-OORQQRUVRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Nice Garden,513 Queen's Road West,1,84,--,--,--,--,--,https://hk.centanet.com/estate/en/Nice-Garden/2-OORRFRVXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Graceful Court,27-37 Hill Road,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Graceful-Court/2-OOSVFRQVRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
93-99 Hill Road,93-99 Hill Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/93-99-Hill-Road/2-SSBYWPAYPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hill Road Court,79-85 Hill Road,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/Hill-Road-Court/2-SSDBWPARPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Kam Ling Court,10-20 Whitty Street,1,72,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Ling-Court/2-SSDKBPWJPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Cheung Po Building,29-31 Po Tuck Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Cheung-Po-Building/2-SSDKWPKXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Tuck Ga Building,22-28 Po Tuck Street,1,38,--,--,--,--,--,https://hk.centanet.com/estate/en/Tuck-Ga-Building/2-SSEAPPBOPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
602 Queen's Road West,602 Queen's Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/602-Queen-s-Road-West/2-SSEDWPDJPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
604 Queen's Road West,604 Queen's Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/604-Queen-s-Road-West/2-SSEYWPDYPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
21-27 Po Tuck Street,21-27 Po Tuck Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/21-27-Po-Tuck-Street/2-SSGEWPKRPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
17-19 Po Tuck Street,17-19 Po Tuck Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/17-19-Po-Tuck-Street/2-SSGSWPKAPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Yhill,71-77 Hill Road,1,75,--,--,--,--,--,https://hk.centanet.com/estate/en/Yhill/2-SSKAWPARPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Luen Wah Mansion,518-520 Queen's Road West,1,55,--,--,--,--,--,https://hk.centanet.com/estate/en/Luen-Wah-Mansion/2-SSKDBPGAPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hon Bong Building,598-600 Queen's Road West,1,10,"$9,967/ ft²",23.02%,1,--,--,https://hk.centanet.com/estate/en/Hon-Bong-Building/2-SSPBWPDEPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Fuk Hing Lau,87 Hill Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Fuk-Hing-Lau/2-SSPDWPAHPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
23 South Lane,23 South Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/23-South-Lane/2-SSSDBPYJPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Wing Hing House,476-482 Queen's Road West,1,81,"$10,766/ ft²",--,1,--,--,https://hk.centanet.com/estate/en/Wing-Hing-House/2-SSSYGPGXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Shun Sing Mansion,1 Cheung Kan Lane,1,91,--,--,--,--,--,https://hk.centanet.com/estate/en/Shun-Sing-Mansion/2-SSWBPPPVPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
25 South Lane,25 South Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/25-South-Lane/2-SSWSGPYOPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
89-91 Hill Road,89-91 Hill Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/89-91-Hill-Road/2-SSYDWPAXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Jadeview Court,38 Hill Road,1,152,"$14,769/ ft²",--,1,--,--,https://hk.centanet.com/estate/en/Jadeview-Court/2-TTDXTHMXHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Sun On Building,484-496 Queen's Road West,1,195,"$8,543/ ft²",1.43%,1,--,--,https://hk.centanet.com/estate/en/Sun-On-Building/2-TTMZIHXJHM,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
19-21 South Lane,19-21 South Lane,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/19-21-South-Lane/2-TTNMZHSEHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Nam Cheong Building,48-52 Hill Road,1,92,--,--,--,--,--,https://hk.centanet.com/estate/en/Nam-Cheong-Building/2-TTNTZHMAHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Ko Leung Mansion,572-574 Queen's Road West,1,28,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Leung-Mansion/2-TTXXIHIJHT,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
Hau Fook Building,562-570 Queen's Road West,1,92,--,--,--,--,--,https://hk.centanet.com/estate/en/Hau-Fook-Building/2-TTZNIHIRHT,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047
