id,region_id,region_name,subregion_id,subregion,district_id,district,sm_district_id,sm_district,combined_district_id,combined_district,int_district_id,int_district,int_sm_district_id,int_sm_district,estate_id,estate,building_id,building,building_first_op_date,unit,floor,floor_level,floor_level_id,flat,area,net_area,price,tags,tx_date,tx_type,last_tx_date,holding_period,last_price,mkt_type,source,original_source,update_date,gain,transaction_type,url_desc,location
NO2025031425031401030069,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04436,Jing Tai Garden Mansion,B000002443,Jing Tai Garden Mansion,1978-04-17T16:00:00.000Z,U000820038,4,Lower Floor,L,D,0,672,7150000,['LANDREG'],2025-03-13T16:00:00.000Z,S,2001-09-06T16:00:00.000Z,23.5,2645000,2,LANDREG,LANDREG,2025-03-16T23:10:30.000Z,170.32,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Jing-Tai-Garden-Mansion-NO2025031425031401030069,"{'lat': 22.278914999999998, 'lon': 114.15180000000001}"
NO2025031425031401700057,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000004282,31 Robinson Road,B000062612,31 Robinson Road,2007-12-19T16:00:00.000Z,U001622211,22,Middle Floor,M,C,1172,880,17020000,['LANDREG'],2025-03-13T16:00:00.000Z,S,2014-05-28T16:00:00.000Z,10.8,18500000,2,LANDREG,LANDREG,2025-03-16T23:10:30.000Z,-8,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-31-Robinson-Road-NO2025031425031401700057,"{'lat': 22.279215, 'lon': 114.1513}"
NO2025031425031401900041,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04031,Hoi Ming Court,B000002430,Hoi Ming Court,1991-07-31T16:00:00.000Z,U000270638,18,Higher Floor,H,B,638,483,6180000,['LANDREG'],2025-03-13T16:00:00.000Z,S,2011-05-16T16:00:00.000Z,13.8,5600000,2,LANDREG,LANDREG,2025-03-16T23:10:30.000Z,10.36,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Hoi-Ming-Court-NO2025031425031401900041,"{'lat': 22.284164999999998, 'lon': 114.141967}"
NO2025031425031400900261,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02544,Dragonview Court,B000003340,Dragonview Court,1989-12-13T16:00:00.000Z,U000339544,12,Lower Floor,L,B,1361,1024,18500000,['LANDREG'],2025-03-13T16:00:00.000Z,S,2006-08-13T16:00:00.000Z,18.6,7830000,2,LANDREG,LANDREG,2025-03-17T11:11:03.000Z,136.27,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Dragonview-Court-NO2025031425031400900261,"{'lat': 22.282152, 'lon': 114.14356}"
NO2025031325031300960130,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017709,Block 1,2000-12-28T16:00:00.000Z,U000856845,27,Lower Floor,L,E,1830,1420,27500000,['LANDREG'],2025-03-12T16:00:00.000Z,S,2013-12-02T16:00:00.000Z,11.3,25020000,2,LANDREG,LANDREG,2025-03-13T23:07:51.000Z,9.91,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2025031325031300960130,"{'lat': 22.284782, 'lon': 114.132608}"
NO2025031325031301620033,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07028,Piccadilly Mansion,B000002280,Piccadilly Mansion,1967-04-13T16:00:00.000Z,U000897997,5,Lower Floor,L,A,0,2691,50500000,['LANDREG'],2025-03-12T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-14T07:08:18.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Piccadilly-Mansion-NO2025031325031301620033,"{'lat': 22.279673, 'lon': 114.13991}"
I20250201056,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015441,Cluny Park,B000080610,Cluny Park,2015-06-29T16:00:00.000Z,U002485156,12,Higher Floor,H,B,0,2115,57300000,['LANDREG'],2025-03-12T16:00:00.000Z,S,2016-06-22T16:00:00.000Z,8.7,83950000,2,LANDREG,MIDLAND,2025-03-14T07:08:18.000Z,-31.75,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Cluny-Park-I20250201056,"{'lat': 22.280877999999998, 'lon': 114.141205}"
NO2025031325031301220043,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10122,Ying Fai Court,B000025386,Ying Fai Court,1986-06-24T16:00:00.000Z,U001727326,17,Middle Floor,M,B,576,447,6000000,['LANDREG'],2025-03-12T16:00:00.000Z,S,2008-04-17T16:00:00.000Z,16.9,2896000,2,LANDREG,LANDREG,2025-03-13T23:07:51.000Z,107.18,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ying-Fai-Court-NO2025031325031301220043,"{'lat': 22.281243999999997, 'lon': 114.15122}"
NO2025031225031200470032,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00121,Realty Gardens,B000002468,Vienna Court,1972-08-03T16:00:00.000Z,U000815810,2,Lower Floor,L,D,0,1166,15200000,['LANDREG'],2025-03-11T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-13T11:07:11.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Realty-Gardens-NO2025031225031200470032,"{'lat': 22.281969999999998, 'lon': 114.145714}"
NO2025031225031201720205,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000003291,134 Caine Road,B000051221,134 Caine Road,1964-08-10T16:00:00.000Z,U001860521,5,Middle Floor,M,45,0,565,5600000,['LANDREG'],2025-03-11T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-18T11:09:01.000Z,,INT,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-134-Caine-Road-NO2025031225031201720205,"{'lat': 22.282602999999998, 'lon': 114.149435}"
NO2025031225031201210042,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000952949,27,Lower Floor,L,A,1409,1103,23000000,['LANDREG'],2025-03-11T16:00:00.000Z,S,2001-07-03T16:00:00.000Z,23.7,6770200,2,LANDREG,LANDREG,2025-03-12T23:10:53.000Z,239.72,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2025031225031201210042,"{'lat': 22.2850555, 'lon': 114.1336435}"
NO2025031225031201740017,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016944,University Heights,B000091908,Tower 2,2019-10-17T16:00:00.000Z,U002893971,11,Higher Floor,H,B,0,1506,74000000,"['LANDREG', 'FIRSTHAND']",2025-03-11T16:00:00.000Z,S,,,,1,LANDREG,LANDREG,2025-03-13T07:09:23.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-University-Heights-NO2025031225031201740017,"{'lat': 22.281789999999997, 'lon': 114.14110000000001}"
I20250300355,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E05783,Losion Villa,B000005040,Losion Villa,1991-09-03T16:00:00.000Z,U000479653,,Lower Floor,L,B,0,470,18500,['MIDLAND'],2025-03-11T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-20T03:07:00.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Losion-Villa-I20250300355,"{'lat': 22.279694, 'lon': 114.15136}"
I20250300360,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000017031,Central 8,B000092517,Central 8,2020-12-07T16:00:00.000Z,U002883150,,Middle Floor,M,A,0,202,14000,['MIDLAND'],2025-03-10T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-19T11:09:19.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Central-8-I20250300360,"{'lat': 22.279629999999997, 'lon': 114.15231}"
NO2025031125031101860098,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025896,Block 6,2001-12-10T16:00:00.000Z,U000953396,15,Lower Floor,L,C,980,762,15000000,['LANDREG'],2025-03-10T16:00:00.000Z,S,2007-06-07T16:00:00.000Z,17.8,6450000,2,LANDREG,LANDREG,2025-03-11T23:10:58.000Z,132.56,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2025031125031101860098,"{'lat': 22.2854716, 'lon': 114.1334085}"
I20250301887,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000017031,Central 8,B000092517,Central 8,2020-12-07T16:00:00.000Z,U002883177,,Higher Floor,H,D,0,202,15500,['MIDLAND'],2025-03-10T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-27T11:09:22.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Central-8-I20250301887,"{'lat': 22.279629999999997, 'lon': 114.15231}"
NO2025031125031102140028,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000486,Hing Wah Mansions,B000052166,Block A,1960-06-15T16:00:00.000Z,U001716303,G,,,A4,0,358,2900000,['LANDREG'],2025-03-10T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-11T23:10:58.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Hing-Wah-Mansions-NO2025031125031102140028,"{'lat': 22.283897, 'lon': 114.14252}"
NO2025031025031000670069,10,Hong Kong Island,1003,Southern,100303,Residence Bel-Air / Pokfulam,10030002,Residence Bel-Air / Pokfulam,100303-10030002,Residence Bel-Air / Pokfulam,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04427,Jessville,B000097726,Jessville Tower,2019-09-26T16:00:00.000Z,U002990234,4,Lower Floor,L,A,0,1431,25000000,"['LANDREG', 'FIRSTHAND']",2025-03-09T16:00:00.000Z,S,,,,1,LANDREG,LANDREG,2025-03-11T11:09:05.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Jessville-NO2025031025031000670069,"{'lat': 22.267429999999997, 'lon': 114.13286}"
F20250200075,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000006140,Soho 38,B000051872,Soho 38,2008-08-27T16:00:00.000Z,U001727479,,Middle Floor,M,C,0,489,29000,['HKP'],2025-03-09T16:00:00.000Z,L,,,,2,HKP,HKP,2025-03-12T07:07:13.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Soho-38-F20250200075,"{'lat': 22.280077, 'lon': 114.15127}"
NO2025031025031001660031,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01587,Bonham Court,B000003514,Bonham Court,1990-11-22T16:00:00.000Z,U000352929,3,Lower Floor,L,C,647,470,6000000,['LANDREG'],2025-03-09T16:00:00.000Z,S,2019-01-20T16:00:00.000Z,6.1,7325000,2,LANDREG,LANDREG,2025-03-10T23:10:05.000Z,-18.09,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Bonham-Court-NO2025031025031001660031,"{'lat': 22.283625999999998, 'lon': 114.14629}"
I20250300490,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016951,The Richmond,B000091952,The Richmond,2021-09-15T16:00:00.000Z,U002868114,,Lower Floor,L,B,0,217,15000,['MIDLAND'],2025-03-07T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-14T11:07:14.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Richmond-I20250300490,"{'lat': 22.281029999999998, 'lon': 114.15005}"
I20250300300,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000008241,Azura,B000070231,Azura,2012-09-04T16:00:00.000Z,U001926340,,Middle Floor,M,A,1665,1292,85000,['MIDLAND'],2025-03-07T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-18T03:07:18.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Azura-I20250300300,"{'lat': 22.282071, 'lon': 114.149761}"
I20250201491,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12835,80 Robinson Road,B000031078,Block 1,2001-08-24T16:00:00.000Z,U001003938,,Lower Floor,L,A,813,618,33000,['MIDLAND'],2025-03-06T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-10T07:07:44.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-80-Robinson-Road-I20250201491,"{'lat': 22.28344, 'lon': 114.146736}"
I20250200882,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07419,Robinson Crest,B000002294,Robinson Crest,1979-05-30T16:00:00.000Z,U000262846,23,,,C,0,504,6150000,['LANDREG'],2025-03-06T16:00:00.000Z,S,,,,2,LANDREG,MIDLAND,2025-03-09T23:08:13.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Crest-I20250200882,"{'lat': 22.281084, 'lon': 114.14923}"
NO2025030725030700200234,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00115,The Grand Panorama,B000002606,Block 3,1995-02-06T16:00:00.000Z,U000748267,30,Higher Floor,H,A,1052,812,13000000,['LANDREG'],2025-03-06T16:00:00.000Z,S,2015-06-09T16:00:00.000Z,9.7,15450000,2,LANDREG,LANDREG,2025-03-09T23:08:13.000Z,-15.86,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Grand-Panorama-NO2025030725030700200234,"{'lat': 22.279429999999998, 'lon': 114.15253799999999}"
NO2025030625030601540012,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E08960,Valiant Park,B000002472,Valiant Park,1993-06-29T16:00:00.000Z,U000272095,17,Middle Floor,M,A,920,725,11000000,['LANDREG'],2025-03-05T16:00:00.000Z,S,2018-01-25T16:00:00.000Z,7.1,15872500,2,LANDREG,LANDREG,2025-03-06T23:13:59.000Z,-30.7,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Valiant-Park-NO2025030625030601540012,"{'lat': 22.280853, 'lon': 114.148707}"
NO2025030625030601500012,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015535,Wellesley,B000080944,Wellesley,2018-10-25T16:00:00.000Z,U002500456,22,Middle Floor,M,A,0,1735,65187000,"['LANDREG', 'FIRSTHAND']",2025-03-05T16:00:00.000Z,S,,,,1,LANDREG,LANDREG,2025-03-07T03:10:53.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Wellesley-NO2025030625030601500012,"{'lat': 22.278757, 'lon': 114.15231}"
NO2025030525030501450017,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015531,Alassio,B000080991,Alassio,2016-12-15T16:00:00.000Z,U002504408,46,Higher Floor,H,A,0,1014,34500000,['LANDREG'],2025-03-04T16:00:00.000Z,S,2016-06-12T16:00:00.000Z,8.7,36778000,2,LANDREG,LANDREG,2025-03-05T23:10:42.000Z,-6.19,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Alassio-NO2025030525030501450017,"{'lat': 22.282400000000003, 'lon': 114.15055}"
NO2025030525030500030041,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000493,No.1 Po Shan Road,B000052559,Block 2,2002-08-04T16:00:00.000Z,U001162953,6,Lower Floor,L,A,2471,1943,53068000,['LANDREG'],2025-03-04T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-06T11:11:16.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-No-1-Po-Shan-Road-NO2025030525030500030041,"{'lat': 22.28081, 'lon': 114.14044}"
NO2025030425030401610175,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10567,Woodland Court,B000005054,Woodland Court,1986-06-25T16:00:00.000Z,U000481201,4,Lower Floor,L,B,430,329,3800000,['LANDREG'],2025-03-03T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-04T23:21:31.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Woodland-Court-NO2025030425030401610175,"{'lat': 22.281796, 'lon': 114.15052}"
I20250200974,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016354,Upper Central,B000094996,Upper Central (Il150 S.A Ss.3 R.P.),2020-05-17T16:00:00.000Z,U002933733,22,Middle Floor,M,B,0,168,4316000,"['LANDREG', 'FIRSTHAND']",2025-03-03T16:00:00.000Z,S,,,,1,LANDREG,MIDLAND,2025-03-04T23:21:31.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Upper-Central-I20250200974,"{'lat': 22.280945382594798, 'lon': 114.15222431790701}"
NO2025030425030400660032,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12258,Scenic Rise,B000023038,Scenic Rise,1999-03-23T16:00:00.000Z,U001183270,31,Higher Floor,H,A,941,678,12500000,['LANDREG'],2025-03-03T16:00:00.000Z,S,2013-09-02T16:00:00.000Z,11.5,11700000,2,LANDREG,LANDREG,2025-03-04T23:21:31.000Z,6.84,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scenic-Rise-NO2025030425030400660032,"{'lat': 22.280604999999998, 'lon': 114.15217}"
NO2025030425030401130194,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E08960,Valiant Park,B000002472,Valiant Park,1993-06-29T16:00:00.000Z,U000272013,6,Lower Floor,L,G,847,682,10350000,['LANDREG'],2025-03-03T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-03-04T23:21:31.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Valiant-Park-NO2025030425030401130194,"{'lat': 22.280853, 'lon': 114.148707}"
I20250202050,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015310,Arezzo,B000079849,Arezzo,2015-01-15T16:00:00.000Z,U002391550,,Middle Floor,M,A,0,1309,75000,['MIDLAND'],2025-03-02T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-10T15:06:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arezzo-I20250202050,"{'lat': 22.282235999999997, 'lon': 114.1501112}"
I20250101358,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000486,Hing Wah Mansions,B000052167,Block B,1961-11-21T16:00:00.000Z,U001716225,3,Lower Floor,L,B1,0,1141,10000000,['LANDREG'],2025-03-02T16:00:00.000Z,S,,,,2,LANDREG,MIDLAND,2025-03-03T23:16:16.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Hing-Wah-Mansions-I20250101358,"{'lat': 22.283731, 'lon': 114.14253}"
I20250200813,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02380,Conduit Tower,B000003904,Conduit Tower,1992-07-29T16:00:00.000Z,U000382276,,Lower Floor,L,D,0,705,27300,['MIDLAND'],2025-02-28T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-10T07:07:44.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Conduit-Tower-I20250200813,"{'lat': 22.27903, 'lon': 114.15088}"
I20250201175,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E11857,Bella Vista,B000051917,Bella Vista,2000-05-05T16:00:00.000Z,U001653149,,Lower Floor,L,A,679,455,22000,['MIDLAND'],2025-02-28T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-03-17T07:06:41.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Bella-Vista-I20250201175,"{'lat': 22.281496, 'lon': 114.151089}"
